Player,Squad,Rating,user,player,rating,Nation
Óscar Rodríguez Arnaiz,Getafe,2.9944134078212286,8,897,2.9944134,es
Óscar Rodríguez Arnaiz,Getafe,2.9944134078212286,8,897,2.9944134,es
Pierre-Emerick Aubameyang,Lille,2.0095541401273884,32,79,2.0095541,ga
Pierre-Emerick Aubameyang,Lille,2.0095541401273884,32,79,2.0095541,ga
Ross Barkley,Leeds United,2.6341463414634148,61,582,2.6341465,en
Cristiano Piccini,Betis,2.5826086956521737,96,2298,2.5826087,it
Marc Cucurella,Chelsea,3.1441441441441436,19,460,3.144144,es
Marc Cucurella,Chelsea,3.1441441441441436,19,460,3.144144,es
Valon Behrami,Udinese,1.7468354430379749,40,846,1.7468355,ch
Myziane Maolida,Hertha BSC,2.0050761421319803,89,996,2.0050762,fr
Myziane Maolida,Hertha BSC,2.0050761421319803,89,996,2.0050762,fr
Enzo Millot,Stuttgart,2.7894736842105257,49,2156,2.7894737999999997,fr
Martin Terrier,Strasbourg,3.2098214285714284,30,1900,3.2098215,fr
Amath,Getafe,2.480446927374301,8,1381,2.4804467999999997,sn
Sebastián Coates,Liverpool,2.9584569732937687,69,2470,2.958457,uy
Freddie Veseli,Empoli,2.0,101,1994,2.0,al
Viktor Kovalenko,Spezia,2.530805687203792,86,2097,2.5308056,ua
Marc-Oliver Kempf,Eint Frankfurt,2.833333333333333,13,993,2.8333333,de
Marc-Oliver Kempf,Eint Frankfurt,2.833333333333333,13,993,2.8333333,de
Paul Seguin,Union Berlin,2.685185185185185,100,954,2.6851852000000003,de
Álex Collado,Granada,3.04375,18,911,3.04375,es
Youssouf Koné,Troyes,2.3664596273291925,35,2218,2.3664596,ml
Xadas,Marítimo,2.645320197044335,103,2695,2.6453202,pt
Matthias Ginter,M'Gladbach,3.0743494423791815,111,1342,3.0743494,de
Adam Lallana,Brighton,2.730593607305936,67,465,2.7305937,en
Julian Chabot,Köln,2.6026936026936025,93,1081,2.6026936000000003,de
Julian Chabot,Köln,2.6026936026936025,93,1081,2.6026936000000003,de
Jean Patric,Santa Clara,2.19672131147541,113,2618,2.1967213,br
Tomás Rincón,Genoa,2.3395061728395063,51,2009,2.3395061000000004,ve
Tomás Rincón,Genoa,2.3395061728395063,51,2009,2.3395061000000004,ve
Matt Targett,Southampton,2.642105263157895,33,123,2.6421053,en
Matt Targett,Southampton,2.642105263157895,33,123,2.6421053,en
Pedro Rodrigues,Vitória,3.65158371040724,105,2630,3.6515836999999998,pt
Kieran Dowell,Everton,2.576687116564417,73,1667,2.5766869999999997,en
Martín Cáceres,Sevilla,2.06640625,85,532,2.0664062,uy
Martín Cáceres,Sevilla,2.06640625,85,532,2.0664062,uy
Giuseppe Pezzella,Udinese,2.5485232067510553,40,148,2.5485232000000004,it
Gerard Yepes,Sampdoria,3.0279329608938546,84,2017,3.027933,es
Chapela,Cádiz,1.9072847682119205,26,507,1.9072846999999997,es
Bertrand Traoré,Lyon,2.282208588957056,59,124,2.2822087000000004,bf
Matteo Cancellieri,Hellas Verona,2.217592592592593,80,960,2.2175925,it
Youssef Maleh,Venezia,2.6242774566473988,97,813,2.6242774,it
Brian Oliván,Cádiz,2.6754966887417218,26,1397,2.6754966000000002,es
Evan Ferguson,Brighton,1.360730593607306,67,463,1.3607306000000001,ie
Pontus Jansson,Leeds United,2.360975609756097,61,418,2.3609755,se
Víctor Díaz,Granada,2.20625,18,912,2.20625,es
Charlie Taylor,Burnley,2.6686746987951806,6,494,2.6686747000000004,en
Patrick Leal,Venezia,1.1271676300578035,97,2320,1.1271676000000002,us
Jaume Costa,Mallorca,2.542553191489361,5,1385,2.5425532000000004,es
David Timor,Osasuna,2.1923076923076925,88,900,2.1923077,es
Gaëtan Laborde,Brest,2.5044642857142856,16,1566,2.5044644,fr
Gaëtan Laborde,Brest,2.5044642857142856,16,1566,2.5044644,fr
Romain Philippoteaux,Brest,1.5892857142857142,16,450,1.5892857,fr
Martin Satriano,Brest,1.7946428571428572,16,453,1.7946428,uy
Martin Satriano,Brest,1.7946428571428572,16,453,1.7946428,uy
Tomás Rincón,Sampdoria,2.6089385474860336,84,2009,2.6089385,ve
Tomás Rincón,Sampdoria,2.6089385474860336,84,2009,2.6089385,ve
Marco Benassi,Hellas Verona,2.2361111111111107,80,722,2.2361112000000003,it
Marco Benassi,Hellas Verona,2.2361111111111107,80,722,2.2361112000000003,it
Stefan Bell,Mainz 05,2.2285714285714286,41,1357,2.2285714,de
Didier Lamkel Zé,Metz,2.098958333333333,45,1489,2.0989583,cm
Roberto Soriano,Villarreal,2.6988416988416994,15,361,2.6988418,it
Romelu Lukaku,Chelsea,2.324324324324324,19,593,2.3243244,be
Boubacar Kamara,Aston Villa,2.892307692307692,57,1465,2.8923077999999998,fr
Chiquinho,Wolves,3.2261484098939928,74,2428,3.2261484,pt
Chiquinho,Wolves,3.2261484098939928,74,2428,3.2261484,pt
Chiquinho,Wolves,3.2261484098939928,74,2428,3.2261484,pt
João Ferreira,Benfica,2.4950166112956813,65,2591,2.4950166,pt
Ashley Young,Inter,2.6448598130841123,64,128,2.6448598,en
Carney Chukwuemeka,Chelsea,2.3963963963963963,19,106,2.3963964,en
Arnaud Kalimuendo,Rennes,2.388157894736842,39,1186,2.3881577999999997,fr
Arnaud Kalimuendo,Rennes,2.388157894736842,39,1186,2.3881577999999997,fr
Nicolás González,Stuttgart,3.1535087719298245,49,245,3.1535087,ar
Nicolás González,Stuttgart,3.1535087719298245,49,245,3.1535087,es
Tobias Raschl,Dortmund,2.2411347517730498,48,953,2.2411346,de
Roland Sallai,Freiburg,2.593406593406593,92,833,2.5934067,hu
Takehiro Tomiyasu,Arsenal,2.061728395061728,56,100,2.0617285,jp
Takehiro Tomiyasu,Arsenal,2.061728395061728,56,100,2.0617285,jp
Jeison Murillo,Granada,2.24375,18,571,2.24375,co
Arthur Melo,Barcelona,2.841549295774648,70,1068,2.8415494,br
Junior Dina Ebimbe,Paris S-G,2.8912280701754387,72,1720,2.891228,fr
Fabián Ruiz Peña,Betis,3.382608695652174,96,1622,3.3826087,es
Omar Mascarell,Elche,2.525,99,706,2.525,es
Bartosz Bialek,Wolfsburg,1.8385650224215249,55,2404,1.8385650000000002,pl
Bilal Brahimi,Nice,2.4461538461538463,29,36,2.4461539,dz
Bilal Brahimi,Nice,2.4461538461538463,29,36,2.4461539,dz
Simone Zaza,Valencia,2.145,9,2185,2.145,it
Ollie Watkins,Aston Villa,2.5846153846153848,57,127,2.5846155,en
Rubén Sobrino,Valencia,2.56,9,527,2.56,es
Rubén Sobrino,Valencia,2.56,9,527,2.56,es
José Callejón,Real Madrid,2.778125,11,806,2.778125,es
Christian Eriksen,Tottenham,3.355072463768116,31,411,3.3550725,dk
Joan Jordán,Sevilla,3.23828125,85,2048,3.2382812000000003,es
Olivier Giroud,Chelsea,2.3393393393393387,19,1516,2.3393393,fr
Adrián Butzke,Paços,1.030612244897959,108,910,1.0306122,es
Adrián Butzke,Paços,1.030612244897959,108,910,1.0306122,es
Maxime Lopez,Sassuolo,3.3577235772357725,78,2027,3.3577235,fr
Bebé,Paços,3.0357142857142856,108,1748,3.0357144,cv
Finley Stevens,Brentford,2.3031914893617023,76,426,2.3031914,wl
Sebastian Griesbeck,Union Berlin,1.7407407407407407,100,941,1.7407408,de
Sebastian Griesbeck,Union Berlin,1.7407407407407407,100,941,1.7407408,de
Raul Silva,Braga,2.5285714285714285,22,2537,2.5285714,br
Raul Silva,Braga,2.5285714285714285,22,2537,2.5285714,br
Daniel James,Leeds United,1.751219512195122,61,1135,1.7512195,wl
Daniel James,Leeds United,1.751219512195122,61,1135,1.7512195,wl
Matt Targett,Southampton,2.557894736842105,33,123,2.5578947,en
Matt Targett,Southampton,2.557894736842105,33,123,2.5578947,en
Vitorino Antunes,Sporting CP,3.1169230769230767,63,2710,3.116923,pt
Lewis Dunk,Brighton,2.730593607305936,67,462,2.7305937,en
Alfred Duncan,Inter,2.8130841121495327,64,809,2.8130841,gh
Daniel Parejo,Villarreal,3.552123552123552,15,2353,3.5521235,es
Javier Pastore,Roma,2.6,60,712,2.6,ar
Anderson Lucoqui,Arminia,2.52027027027027,46,1367,2.5202703,ao
Daniele Rugani,Empoli,2.256038647342995,101,1076,2.2560387000000004,it
Marcus Edwards,Sporting CP,2.8676923076923075,63,2483,2.8676922,en
Marcus Edwards,Sporting CP,2.8676923076923075,63,2483,2.8676922,en
Chema,Levante,1.805825242718447,7,883,1.8058252000000001,es
Matteo Lovato,Hellas Verona,2.189814814814815,80,140,2.1898147999999997,it
Matteo Lovato,Hellas Verona,2.189814814814815,80,140,2.1898147999999997,it
Dan Gosling,Newcastle Utd,2.4517766497461935,14,2367,2.4517767000000004,en
Sergio Escudero,Granada,3.13125,18,914,3.13125,es
Lucas Digne,Paris S-G,2.4842105263157896,72,109,2.4842105,fr
Lucas Digne,Paris S-G,2.4842105263157896,72,109,2.4842105,fr
Olivier Giroud,Montpellier,2.2890625,43,1516,2.2890625,fr
Marcus Ingvartsen,Mainz 05,2.8857142857142857,41,1364,2.8857142999999996,dk
Marcus Ingvartsen,Mainz 05,2.8857142857142857,41,1364,2.8857142999999996,dk
Antonio Rüdiger,Chelsea,3.0390390390390385,19,597,3.0390391,de
Nuno Mendes,Paris S-G,2.8947368421052637,72,1732,2.8947368,pt
Nuno Mendes,Paris S-G,2.8947368421052637,72,1732,2.8947368,pt
Carlinhos,Portimonense,3.2832369942196533,112,2760,3.283237,br
Adam Ounas,Lille,3.213375796178344,32,1617,3.2133757999999997,dz
Caleb Ekuban,Genoa,2.2469135802469142,51,855,2.2469137000000003,gh
Timothée Kolodziejczak,Lyon,2.8251533742331287,59,1944,2.8251534,fr
Jason,Levante,2.2815533980582523,7,7,2.2815535,es
Jason,Levante,2.2815533980582523,7,7,2.2815535,es
Arnaud Kalimuendo,Lens,1.7695652173913043,37,1186,1.7695651999999997,fr
Arnaud Kalimuendo,Lens,1.7695652173913043,37,1186,1.7695651999999997,fr
Matt Doherty,Tottenham,3.260869565217391,31,2191,3.2608695,ie
Téji Savanier,Montpellier,3.5546875,43,1575,3.5546875,fr
Gonzalo Escalante,Alavés,2.305555555555556,0,3,2.3055556,ar
Gonzalo Escalante,Alavés,2.305555555555556,0,3,2.3055556,ar
Youcef Belaïli,Brest,2.8794642857142856,16,434,2.8794644,dz
Rubén Alcaraz,Cádiz,3.3509933774834435,26,499,3.3509934,es
Jeremie Boga,Atalanta,2.6220472440944884,50,129,2.6220472000000004,ci
Jeremie Boga,Atalanta,2.6220472440944884,50,129,2.6220472000000004,ci
Álex Collado,Barcelona,2.8380281690140845,70,911,2.8380282,es
Jonathan Varane,Lens,1.1869565217391305,37,1192,1.1869565,fr
Mamadou Sylla,Rayo Vallecano,1.5911111111111111,17,25,1.5911111,sn
Mamadou Sylla,Rayo Vallecano,1.5911111111111111,17,25,1.5911111,sn
Florian Kainz,Köln,3.114478114478114,93,1088,3.114478,at
Edinson Cavani,Manchester Utd,2.1405622489959844,25,1431,2.1405623,uy
Felipe Caicedo,Levante,2.16990291262136,7,849,2.1699028,ec
Felipe Caicedo,Levante,2.16990291262136,7,849,2.1699028,ec
Raul Silva,Marítimo,2.6798029556650245,103,2537,2.6798029999999997,br
Raul Silva,Marítimo,2.6798029556650245,103,2537,2.6798029999999997,br
Berat Djimsiti,Atalanta,2.7244094488188977,50,134,2.7244092999999996,al
Sérgio Oliveira,Nantes,3.2222222222222223,20,1916,3.2222223,pt
Sérgio Oliveira,Nantes,3.2222222222222223,20,1916,3.2222223,pt
Rafik Guitane,Marítimo,2.70935960591133,103,2688,2.7093596,fr
Nani,Sporting CP,2.270769230769231,63,2324,2.2707691000000003,pt
Andrea Petagna,Milan,2.158490566037736,95,1618,2.1584907,it
Gaëtan Laborde,Rennes,2.4539473684210527,39,1566,2.4539473,fr
Gaëtan Laborde,Rennes,2.4539473684210527,39,1566,2.4539473,fr
Tomás Rincón,Genoa,2.3395061728395063,51,2009,2.3395061000000004,ve
Tomás Rincón,Genoa,2.3395061728395063,51,2009,2.3395061000000004,ve
Jeffrey Schlupp,Brentford,2.877659574468085,76,644,2.8776596000000003,gh
Sergi Roberto,Barcelona,2.9507042253521125,70,255,2.9507043,es
Fraser Hornby,Everton,1.7055214723926384,73,1870,1.7055215,sc
Tiago Tomás,Sporting CP,2.270769230769231,63,2164,2.2707691000000003,pt
Tiago Tomás,Sporting CP,2.270769230769231,63,2164,2.2707691000000003,pt
Tomás Reymão,Boavista,2.5135135135135136,102,2749,2.5135136,pt
Gelson Martins,Atlético Madrid,2.6523605150214586,21,1546,2.6523604,pt
Paul Lasne,Montpellier,2.69921875,43,445,2.6992187999999997,fr
Nicolas Höfler,Freiburg,2.879120879120879,92,827,2.8791208,de
Adrián Butzke,Granada,1.025,18,910,1.025,es
Adrián Butzke,Granada,1.025,18,910,1.025,es
Vagner Gonçalves,Metz,2.5572916666666665,45,1482,2.5572917,cv
Samuel Kalu,Bordeaux,2.9620253164556964,94,381,2.9620254,ng
Samuel Kalu,Bordeaux,2.9620253164556964,94,381,2.9620254,ng
Abdoulaye Touré,Genoa,2.1111111111111107,51,875,2.1111112000000003,fr
Tommaso Pobega,Spezia,2.6824644549763037,86,2177,2.6824644,it
Daan Heymans,Venezia,2.4161849710982657,97,2317,2.416185,be
Yoann Salmier,Troyes,2.3664596273291925,35,2230,2.3664596,gf
Rúben Lima,Famalicão,2.5494505494505493,1,2644,2.5494506,pt
Diego Farias,Empoli,1.9033816425120773,101,538,1.9033816000000003,br
Jeff Hendrick,Burnley,2.1927710843373496,6,1632,2.1927712,ie
Loren Morón,Espanyol,2.0128205128205128,2,305,2.0128205,es
Loren Morón,Espanyol,2.0128205128205128,2,305,2.0128205,es
Ainsley Maitland-Niles,Arsenal,2.4074074074074074,56,87,2.4074075,en
Ainsley Maitland-Niles,Arsenal,2.4074074074074074,56,87,2.4074075,en
Tiemoué Bakayoko,Napoli,2.6677524429967425,77,1507,2.6677525,fr
Geny Catamo,Vitória,2.669683257918552,105,2489,2.6696832,mz
Geny Catamo,Vitória,2.669683257918552,105,2489,2.6696832,mz
Jean-Victor Makengo,Nice,2.546153846153846,29,2244,2.5461537999999995,fr
Kenny McLean,Norwich City,2.342391304347826,68,1674,2.3423912999999996,sc
Jonas Hofmann,Mainz 05,3.4761904761904763,41,1344,3.4761906000000002,de
Renaud Emond,Nantes,1.4629629629629632,20,1590,1.462963,be
Matheus Cunha,RB Leipzig,2.7345454545454544,62,182,2.7345455000000003,br
Matheus Cunha,RB Leipzig,2.7345454545454544,62,182,2.7345455000000003,br
Jonathan David,Lille,2.1178343949044587,32,1248,2.1178342999999997,ca
John Stones,Manchester City,2.913183279742765,4,1427,2.9131832,en
Borja Mayoral,Real Madrid,1.659375,11,892,1.659375,es
Borja Mayoral,Real Madrid,1.659375,11,892,1.659375,es
Maximilian Mittelstädt,Hertha BSC,3.1116751269035534,89,997,3.111675,de
Amath,Mallorca,2.515957446808511,5,1381,2.5159574,sn
Luca Waldschmidt,Benfica,2.445182724252492,65,2422,2.4451828,de
Luca Waldschmidt,Benfica,2.445182724252492,65,2422,2.4451828,de
Julien Laporte,Lorient,2.5803108808290154,36,1297,2.5803107999999995,fr
Pietro Pellegri,Genoa,1.8086419753086418,51,1524,1.8086419999999999,it
Pietro Pellegri,Genoa,1.8086419753086418,51,1524,1.8086419999999999,it
Cimo Röcker,Hertha BSC,2.228426395939086,89,1001,2.2284265,de
Sofiane Boufal,Southampton,3.363157894736842,33,35,3.3631580000000003,ma
Admir Mehmedi,Leverkusen,1.0305343511450382,47,2412,1.0305344,ch
Chrislain Matsima,Monaco,2.4945454545454546,42,1548,2.4945455,fr
Marley Aké,Juventus,1.5991902834008098,79,1053,1.5991902,fr
Daniel Vivian,Athletic Club,2.486772486772487,87,176,2.4867725,es
Grischa Prömel,Hoffenheim,2.5377777777777784,12,2274,2.5377777000000004,de
Pierre Højbjerg,Southampton,3.2315789473684218,33,2193,3.231579,dk
Isco,Sevilla,3.80859375,85,1808,3.8085937999999993,es
Marc-Oliver Kempf,Freiburg,2.3076923076923075,92,993,2.3076923,de
Marc-Oliver Kempf,Freiburg,2.3076923076923075,92,993,2.3076923,de
Daichi Kamada,Eint Frankfurt,2.700757575757576,13,683,2.7007575,jp
Antoine Griezmann,Atlético Madrid,2.351931330472103,21,186,2.3519313,fr
Antoine Griezmann,Atlético Madrid,2.351931330472103,21,186,2.3519313,fr
Javier Ontiveros,Osasuna,2.6978021978021984,88,1706,2.6978022999999998,es
Martin Satriano,Brest,1.7946428571428572,16,453,1.7946428,uy
Martin Satriano,Brest,1.7946428571428572,16,453,1.7946428,uy
Ibrahima Baldé,Lens,1.2956521739130435,37,1169,1.2956522,fr
Declan Rice,West Ham,3.1153846153846154,52,2399,3.1153846,en
Aleix Vidal,Barcelona,2.764084507042253,70,769,2.7640846000000003,es
Eden Hazard,Chelsea,2.927927927927928,19,1807,2.927928,be
Marvin Friedrich,Union Berlin,2.2962962962962963,100,1341,2.2962964,de
Marvin Friedrich,Union Berlin,2.2962962962962963,100,1341,2.2962964,de
Chimuanya Ugochukwu,Rennes,2.8355263157894735,39,1903,2.8355262000000003,fr
Gabriel Dos Santos,Lille,2.659235668789809,32,82,2.6592357000000004,br
Pedro Bigas,Elche,2.65,99,695,2.65,es
Demarai Gray,Everton,2.766871165644172,73,787,2.7668712,en
Alex Ferrari,Bologna,2.6460176991150437,66,2004,2.6460178,it
Anderson Carvalho,Santa Clara,2.4098360655737703,113,2610,2.409836,br
Amir Rrahmani,Napoli,2.791530944625407,77,1620,2.7915308,xk
Alberto Grassi,Cagliari,2.6282722513089007,81,542,2.6282723,it
Max Aarons,Norwich City,2.8097826086956523,68,1664,2.8097825000000003,en
Luís Neto,Sporting CP,2.7784615384615385,63,2477,2.7784615,pt
Kurt Zouma,Saint-Étienne,2.125714285714286,44,2401,2.1257143,fr
Marc Cucurella,Getafe,2.977653631284916,8,460,2.9776537,es
Marc Cucurella,Getafe,2.977653631284916,8,460,2.9776537,es
Luis Suárez,Atlético Madrid,2.3862660944206007,21,200,2.386266,uy
Seko Fofana,Udinese,2.8523206751054846,40,1179,2.8523207000000004,ci
Leonardo Spinazzola,Atalanta,2.4606299212598426,50,1923,2.46063,it
Andrea Pinamonti,Inter,2.1869158878504678,64,736,2.1869159,it
Valentino Livramento,Chelsea,2.6186186186186187,19,2071,2.6186187000000003,en
James Justin,Leicester City,2.675,107,1156,2.675,en
Axel Tuanzebe,Napoli,1.980456026058632,77,126,1.9804560000000002,en
Axel Tuanzebe,Napoli,1.980456026058632,77,126,1.9804560000000002,en
Dani Raba,Villarreal,2.4633204633204637,15,926,2.4633205,es
Dani Raba,Villarreal,2.4633204633204637,15,926,2.4633205,es
Roberto Firmino,Liverpool,3.3145400593471814,69,1268,3.3145401,br
Xavier Chavalerin,Troyes,2.2111801242236027,35,1859,2.2111802000000003,fr
Xavier Chavalerin,Troyes,2.2111801242236027,35,1859,2.2111802000000003,fr
Jean-Victor Makengo,Udinese,2.6244725738396624,40,2244,2.6244726000000003,fr
Racine Coly,Estoril,2.1859296482412063,106,2677,2.1859295,sn
Calum Chambers,Aston Villa,2.174358974358974,57,81,2.174359,en
Calum Chambers,Aston Villa,2.174358974358974,57,81,2.174359,en
Pierre Lees-Melou,Brest,2.727678571428572,16,1673,2.7276785,fr
Niklas Stark,Hertha BSC,2.182741116751269,89,1004,2.1827412,de
Marcus Edwards,Vitória,3.126696832579185,105,2483,3.1266967999999995,en
Marcus Edwards,Vitória,3.126696832579185,105,2483,3.1266967999999995,en
Moise Kean,Hellas Verona,2.337962962962963,80,790,2.3379629,it
Moise Kean,Hellas Verona,2.337962962962963,80,790,2.3379629,it
Franco Cervi,Celta Vigo,2.9769585253456223,10,563,2.9769585,ar
Matías Vecino,Fiorentina,2.83921568627451,53,1049,2.8392158,uy
Takehiro Tomiyasu,Bologna,2.9601769911504423,66,100,2.960177,jp
Takehiro Tomiyasu,Bologna,2.9601769911504423,66,100,2.960177,jp
Timothy Weah,Paris S-G,2.543859649122807,72,1258,2.5438597,us
Martín Cáceres,Barcelona,2.26056338028169,70,532,2.2605633999999997,uy
Martín Cáceres,Barcelona,2.26056338028169,70,532,2.2605633999999997,uy
Francesco Forte,Inter,1.825545171339564,64,2313,1.8255452,it
Nemanja Radoja,Levante,2.2427184466019416,7,1213,2.2427185,rs
Vincent Pajot,Saint-Étienne,2.8114285714285714,44,1501,2.8114285,fr
Kévin Gameiro,Sevilla,2.50390625,85,2122,2.5039062000000003,fr
Darío Benedetto,Marseille,2.165322580645161,58,694,2.1653225,ar
Darío Benedetto,Marseille,2.165322580645161,58,694,2.1653225,ar
Enzo Ebosse,Lens,2.3391304347826085,37,40,2.3391304,cm
Dane Scarlett,Tottenham,1.2789855072463767,31,2201,1.2789854999999999,en
Nacho Vidal,Osasuna,2.681318681318681,88,1713,2.6813187999999997,es
Radamel Falcao,Porto,2.3288135593220343,24,1752,2.3288136,co
Janik Haberer,Bochum,2.275132275132276,54,825,2.2751322,de
Kieran Trippier,Burnley,3.0783132530120483,6,201,3.0783134,en
Kieran Trippier,Burnley,3.0783132530120483,6,201,3.0783134,en
Kevin Mbabu,Newcastle Utd,2.6446700507614214,14,2411,2.64467,ch
Aymen Barkok,Mainz 05,2.580952380952381,41,674,2.5809523999999997,ma
Fernando Ferreira Fonseca,Porto,2.1898305084745764,24,2718,2.1898305000000002,pt
Ante Budimir,Osasuna,2.3241758241758244,88,1694,2.3241758,hr
Malang Sarr,Porto,2.56271186440678,24,598,2.562712,fr
Arturo Vidal,Inter,3.713395638629284,64,1050,3.7133955999999997,cl
Paul Dummett,Newcastle Utd,2.1928934010152283,14,1627,2.1928935000000003,wl
Lucas Piazon,Eint Frankfurt,2.409090909090909,13,2542,2.409091,br
Luca Kilian,Köln,1.057239057239057,93,1090,1.057239,de
Luca Kilian,Köln,1.057239057239057,93,1090,1.057239,de
Jean-Philippe Gbamin,Lens,1.691304347826087,37,783,1.6913043,ci
Jack Grealish,Manchester City,3.0707395498392285,4,1417,3.0707395,en
Philippe Coutinho,Liverpool,3.3768545994065287,69,107,3.3768547,br
Philippe Coutinho,Liverpool,3.3768545994065287,69,107,3.3768547,br
Jonathan Gradit,Lens,2.8260869565217392,37,1182,2.826087,fr
Malang Sarr,Monaco,2.9709090909090907,42,598,2.970909,fr
Lucas Pérez,Cádiz,2.1920529801324498,26,524,2.192053,es
Lucas Pérez,Cádiz,2.1920529801324498,26,524,2.192053,es
Adel Taarabt,Genoa,3.1419753086419755,51,2507,3.1419754,ma
Cédric Soares,Southampton,2.9368421052631577,33,97,2.9368422,pt
Wilson Manafá,Porto,3.0847457627118646,24,2461,3.0847456,pt
Alberto Moreno,Liverpool,3.0771513353115734,69,2351,3.0771512999999997,es
Marc Tenas,Alavés,1.8333333333333333,0,28,1.8333334,es
Dani Raba,Villarreal,2.4633204633204637,15,926,2.4633205,es
Dani Raba,Villarreal,2.4633204633204637,15,926,2.4633205,es
Ilaix Moriba,RB Leipzig,2.4036363636363642,62,1783,2.4036365,gn
Ilaix Moriba,RB Leipzig,2.4036363636363642,62,1783,2.4036365,gn
Morten Thorsby,Union Berlin,2.226851851851852,100,2013,2.226852,no
Koray Günter,Dortmund,2.1631205673758864,48,969,2.1631205000000002,de
José Luis Gayà,Valencia,2.875,9,2293,2.875,es
Konstantinos Mavropanos,Arsenal,3.069958847736625,56,2155,3.069959,gr
Edin Džeko,Inter,2.7601246105919004,64,1041,2.7601247000000004,ba
Ethan Ampadu,Chelsea,2.57957957957958,19,2302,2.5795796,wl
Mattia Caldara,Milan,2.3433962264150945,95,2307,2.3433962000000004,it
Dani Raba,Granada,2.3875,18,926,2.3875,es
Dani Raba,Granada,2.3875,18,926,2.3875,es
Aaron Cresswell,West Ham,3.0989010989010985,52,2387,3.0989009999999997,en
Felipe Caicedo,Lazio,1.5300353356890457,3,849,1.5300354,ec
Felipe Caicedo,Lazio,1.5300353356890457,3,849,1.5300354,ec
Steffen Tigges,Köln,2.5319865319865316,93,669,2.5319865000000004,de
Martín Cáceres,Sevilla,2.06640625,85,532,2.0664062,uy
Martín Cáceres,Sevilla,2.06640625,85,532,2.0664062,uy
Dimitri Foulquier,Granada,2.30625,18,915,2.30625,fr
Dimitri Foulquier,Granada,2.30625,18,915,2.30625,fr
Unai López,Rayo Vallecano,3.2844444444444445,17,1757,3.2844443,es
Brian Brobbey,RB Leipzig,2.290909090909091,62,1773,2.290909,nl
Martín Cáceres,Juventus,2.0607287449392717,79,532,2.0607288,uy
Martín Cáceres,Juventus,2.0607287449392717,79,532,2.0607288,uy
Sebastiaan Bornauw,Köln,2.3063973063973062,93,2405,2.3063972,be
Juan Foyth,Tottenham,2.9456521739130435,31,2343,2.9456522,ar
Diederrick Joel,Marítimo,2.123152709359606,103,2692,2.1231527000000003,cm
Rui Fonte,Estoril,1.9296482412060298,106,2551,1.9296483,pt
Rui Fonte,Estoril,1.9296482412060298,106,2551,1.9296483,pt
Tanguy Ndombele,Tottenham,2.938405797101449,31,1329,2.9384057999999995,fr
Tanguy Ndombele,Tottenham,2.938405797101449,31,1329,2.9384057999999995,fr
Anthony Martial,Manchester Utd,2.4578313253012047,25,1441,2.4578314,fr
Anthony Martial,Manchester Utd,2.4578313253012047,25,1441,2.4578314,fr
Roberto Piccoli,Atalanta,1.5866141732283463,50,149,1.5866141000000002,it
Roberto Piccoli,Atalanta,1.5866141732283463,50,149,1.5866141000000002,it
Marcos Mauro López Gutiérrez,Cádiz,1.5496688741721854,26,512,1.5496689,ar
Sergio Agüero,Barcelona,1.9577464788732395,70,228,1.9577465,ar
Riccardo Calafiori,Roma,2.454901960784314,60,850,2.454902,it
Riccardo Calafiori,Roma,2.454901960784314,60,850,2.454902,it
Philipp Lienhart,Real Madrid,2.703125,11,831,2.703125,at
Josip Brekalo,Wolfsburg,2.878923766816144,55,2168,2.8789237,hr
Josip Brekalo,Wolfsburg,2.878923766816144,55,2168,2.8789237,hr
Aitor Ruibal,Betis,2.5739130434782607,96,310,2.573913,es
Paul Seguin,Wolfsburg,2.663677130044843,55,954,2.6636772,de
John McGinn,Aston Villa,2.907692307692308,57,116,2.9076922,sc
Jason Berthomier,Troyes,3.1055900621118013,35,605,3.1055900000000003,fr
Lucas Digne,Paris S-G,2.8877192982456137,72,109,2.8877194,fr
Lucas Digne,Paris S-G,2.8877192982456137,72,109,2.8877194,fr
Youssouf Sabaly,Betis,2.508695652173913,96,312,2.5086956000000002,sn
Dejan Kulusevski,Juventus,3.004048582995952,79,1064,3.0040486,se
Dejan Kulusevski,Juventus,3.004048582995952,79,1064,3.0040486,se
Lucas Da Cunha,Nice,2.8730769230769235,29,608,2.873077,fr
Lucas Da Cunha,Nice,2.8730769230769235,29,608,2.873077,fr
Mohamed Elneny,Arsenal,2.7983539094650207,56,83,2.7983540000000002,eg
Pierre-Yves Hamel,Lorient,1.694300518134715,36,612,1.6943005000000002,fr
Pierre-Yves Hamel,Lorient,1.694300518134715,36,612,1.6943005000000002,fr
Folarin Balogun,Arsenal,1.6625514403292179,56,80,1.6625514,en
Valerio Verre,Sampdoria,2.64804469273743,84,741,2.6480446,it
Valerio Verre,Sampdoria,2.64804469273743,84,741,2.6480446,it
Luca Netz,Hertha BSC,2.604060913705584,89,1349,2.604061,de
Lucien Agoume,Inter,2.682242990654206,64,431,2.682243,fr
Dimitri Foulquier,Watford,2.4648648648648654,75,915,2.464865,fr
Dimitri Foulquier,Watford,2.4648648648648654,75,915,2.464865,fr
Diogo Figueiras,Genoa,2.962962962962963,51,2638,2.9629629,pt
Daniel Wass,Valencia,2.51,9,203,2.51,dk
Daniel Wass,Valencia,2.51,9,203,2.51,dk
