Player,Squad,Rating,user,player,rating,Nation
Arnaud Souquet,Montpellier,2.734375,43,1576,2.734375,fr
Gian Marco Ferrari,Sassuolo,2.5853658536585367,78,2029,2.5853658,it
Jean-Eudes Aholou,Lille,2.4363057324840764,32,2112,2.4363057999999995,ci
Tomás Rincón,Genoa,2.2345679012345685,51,2009,2.2345679,ve
Tomás Rincón,Genoa,2.2345679012345685,51,2009,2.2345679,ve
Gonzalo Verdú,Elche,2.23,99,717,2.23,es
Sergio Córdova,Augsburg,1.806282722513089,91,206,1.8062828000000002,ve
Patrick Wimmer,Wolfsburg,3.31390134529148,55,78,3.3139013999999998,at
Banzouzi Locko,Reims,2.8949771689497723,34,1875,2.894977,fr
Sada Thioub,Nice,1.1461538461538459,29,53,1.1461538,sn
Sada Thioub,Nice,1.1461538461538459,29,53,1.1461538,sn
Lee Kangin,Mallorca,2.8882978723404253,5,1392,2.8882978,kr
Mickaël Cuisance,Bayern Munich,3.349544072948328,71,262,3.3495440000000003,fr
Mickaël Cuisance,Bayern Munich,3.349544072948328,71,262,3.3495440000000003,fr
Noah Fatar,Angers,2.3404255319148937,27,41,2.3404255000000003,fr
Fabio Quagliarella,Udinese,2.6202531645569622,40,2008,2.620253,it
Juan Bernat,Valencia,2.51,9,1714,2.51,es
Joel Pohjanpalo,Venezia,1.1734104046242777,97,1236,1.1734103999999999,fi
Lenny Joseph,Metz,1.6666666666666667,45,1485,1.6666666,fr
Leandro Paredes,Empoli,3.2995169082125604,101,1736,3.299517,ar
Fran Mérida,Arsenal,2.5061728395061733,56,759,2.506173,es
Paulinho,Sporting CP,2.378461538461538,63,1235,2.3784616,br
Paulinho,Sporting CP,2.378461538461538,63,1235,2.3784616,pt
Chiquinho,Wolves,2.5265017667844525,74,2428,2.5265017000000003,pt
Chiquinho,Wolves,2.5265017667844525,74,2428,2.5265017000000003,pt
Chiquinho,Wolves,2.5265017667844525,74,2428,2.5265017000000003,pt
Ezequiel Ponce,Lille,2.1178343949044587,32,715,2.1178342999999997,ar
Fabian Kunze,Arminia,2.3986486486486487,46,67,2.3986487000000003,de
Ibrahima Bamba,Vitória,2.1493212669683257,105,2597,2.1493213,ci
Joaquín Correa,Lazio,2.5265017667844525,3,1036,2.5265017000000003,ar
Stefan Ilsanker,RB Leipzig,2.109090909090909,62,682,2.1090908,at
Rodrigo Bentancur,Tottenham,2.9492753623188412,31,1054,2.9492752999999996,uy
Rodrigo Bentancur,Tottenham,2.9492753623188412,31,1054,2.9492752999999996,uy
Chancel Mbemba,Porto,2.4508474576271193,24,2446,2.4508474,cd
Munir El Haddadi,Alavés,2.25,0,2047,2.25,ma
Luis Díaz,Porto,3.1084745762711865,24,1264,3.1084745,co
Luis Díaz,Porto,3.1084745762711865,24,1264,3.1084745,co
Marc Albrighton,Leicester City,2.745833333333333,107,1145,2.7458334,en
Darwin Machís,Vitória,2.8461538461538463,105,918,2.8461537,ve
Jadon Sancho,Dortmund,2.7801418439716308,48,1447,2.7801418,en
Heriberto Tavares,Moreirense,2.5982532751091703,23,2642,2.5982533,pt
Jean-Philippe Gbamin,Everton,1.9386503067484664,73,783,1.9386503000000002,ci
Simone Verdi,Empoli,3.028985507246377,101,1992,3.0289855,it
Simone Verdi,Empoli,3.028985507246377,101,1992,3.0289855,it
Darko Brašanac,Alavés,2.1944444444444446,0,1693,2.1944444,rs
André Silva,Sevilla,2.58984375,85,1791,2.5898437999999997,pt
Bertrand Traoré,Aston Villa,2.6615384615384614,57,124,2.6615384,bf
Nicolas Pépé,Angers,2.9627659574468086,27,93,2.962766,ci
Xherdan Shaqiri,Bayern Munich,2.9422492401215807,71,1332,2.9422493,ch
Pierre Sagna,Santa Clara,2.300546448087432,113,2617,2.3005464,sn
Jack Grealish,Aston Villa,2.9384615384615387,57,1417,2.9384615000000003,en
Šime Vrsaljko,Genoa,2.7777777777777777,51,202,2.7777777,hr
Reiss Nelson,Arsenal,2.3786008230452675,56,90,2.3786007999999996,en
Salis Abdul Samed,Lens,2.865217391304348,37,602,2.8652173999999997,gh
Dwight McNeil,Everton,2.96319018404908,73,487,2.96319,en
Dejan Kulusevski,Atalanta,3.1889763779527565,50,1064,3.1889762999999998,se
Dejan Kulusevski,Atalanta,3.1889763779527565,50,1064,3.1889762999999998,se
Emanuel Vignato,Bologna,3.1327433628318584,66,367,3.1327434,it
Victor Osimhen,Napoli,2.218241042345277,77,1616,2.218241,ng
Matt Targett,Newcastle Utd,2.868020304568528,14,123,2.8680203,en
Matt Targett,Newcastle Utd,2.868020304568528,14,123,2.8680203,en
Moise Kean,Paris S-G,1.2210526315789474,72,790,1.2210526000000002,it
Moise Kean,Paris S-G,1.2210526315789474,72,790,1.2210526000000002,it
Óscar Rodríguez Arnaiz,Real Madrid,2.7625,11,897,2.7625,es
Óscar Rodríguez Arnaiz,Real Madrid,2.7625,11,897,2.7625,es
Nadiem Amiri,Leverkusen,2.950381679389313,47,843,2.9503817999999997,de
Nadiem Amiri,Leverkusen,2.950381679389313,47,843,2.9503817999999997,de
Cheikh Tidiane Sabaly,Metz,2.427083333333333,45,1504,2.4270833,sn
Raphaël Guerreiro,Lorient,3.238341968911917,36,654,3.238342,pt
Antonio Raimondo,Bologna,1.6504424778761062,66,356,1.6504425,it
Nadiem Amiri,Leverkusen,2.5801526717557253,47,843,2.5801528,de
Nadiem Amiri,Leverkusen,2.5801526717557253,47,843,2.5801528,de
Ciaran Clark,Aston Villa,1.907692307692308,57,1626,1.9076923,ie
Borja Mayoral,Wolfsburg,1.6771300448430493,55,892,1.6771300999999998,es
Borja Mayoral,Wolfsburg,1.6771300448430493,55,892,1.6771300999999998,es
Suf Podgoreanu,Spezia,2.635071090047393,86,2104,2.635071,il
Roberto Piccoli,Hellas Verona,1.9120370370370368,80,149,1.912037,it
Roberto Piccoli,Hellas Verona,1.9120370370370368,80,149,1.912037,it
Thorgan Hazard,Lens,3.0739130434782607,37,656,3.073913,be
Thomas Partey,Arsenal,3.0123456790123457,56,92,3.0123458,gh
Lucas Höler,Freiburg,2.6923076923076925,92,828,2.6923077,de
Wout Faes,Reims,2.0730593607305936,34,1866,2.0730593,be
Benjamin Hübner,Hoffenheim,3.026666666666667,12,1021,3.0266666,de
Denis Vavro,Lazio,1.886925795053004,3,1121,1.8869258000000002,sk
Gaëtan Laborde,Bordeaux,2.092827004219409,94,1566,2.092827,fr
Gaëtan Laborde,Bordeaux,2.092827004219409,94,1566,2.092827,fr
Roberto Pereyra,Juventus,3.097165991902834,79,2249,3.097166,ar
Nolito,Barcelona,2.5316901408450705,70,572,2.5316901,es
Alexander Sørloth,RB Leipzig,2.3745454545454545,62,1844,2.3745453,no
Youri Tielemans,Monaco,3.6618181818181816,42,1166,3.6618182999999997,be
Pietro Pellegri,Genoa,1.8086419753086418,51,1524,1.8086419999999999,it
Pietro Pellegri,Genoa,1.8086419753086418,51,1524,1.8086419999999999,it
Bouna Sarr,Metz,2.8854166666666665,45,278,2.8854167,sn
Calum Chambers,Southampton,2.2526315789473683,33,81,2.2526317000000002,en
Calum Chambers,Southampton,2.2526315789473683,33,81,2.2526317000000002,en
Adrián Marín,Alavés,2.833333333333333,0,2633,2.8333333,es
Javier Manquillo,Atlético Madrid,2.3819742489270386,21,1637,2.3819742,es
Chiquinho,Braga,3.1571428571428566,22,2428,3.1571429,pt
Chiquinho,Braga,3.1571428571428566,22,2428,3.1571429,pt
Chiquinho,Braga,3.1571428571428566,22,2428,3.1571429,pt
Anwar El Ghazi,Everton,2.5828220858895707,73,110,2.582822,nl
Anwar El Ghazi,Everton,2.5828220858895707,73,110,2.582822,nl
Fernando Niño,Villarreal,2.1505791505791505,15,1396,2.1505792,es
Jordan Lotomba,Nice,2.5307692307692307,29,1657,2.5307692999999998,ch
Felipe Caicedo,Inter,1.7912772585669785,64,849,1.7912773000000002,ec
Felipe Caicedo,Inter,1.7912772585669785,64,849,1.7912773000000002,ec
Ezri Konsa,Aston Villa,1.9589743589743591,57,114,1.9589743999999998,en
Francisco Garcia,Rayo Vallecano,2.6577777777777776,17,1754,2.6577778,es
Lucas Perrin,Strasbourg,2.7321428571428568,30,2131,2.732143,fr
Mads Roerslev,Brentford,2.3670212765957452,76,425,2.3670212999999998,dk
Dickson Abiama,Greuther Fürth,2.2840236686390534,110,933,2.2840238,ng
Ferrán Torres,Valencia,2.5,9,257,2.5,es
Ferrán Torres,Valencia,2.5,9,257,2.5,es
Khéphren Thuram-Ulie,Nice,3.0923076923076924,29,1662,3.0923078,fr
Giangiacomo Magnani,Hellas Verona,1.976851851851852,80,972,1.9768518,it
Giangiacomo Magnani,Hellas Verona,1.976851851851852,80,972,1.9768518,it
Sam Greenwood,Arsenal,2.45679012345679,56,1133,2.4567902000000004,en
Samir Santos,Udinese,2.2236286919831225,40,2254,2.2236287999999997,br
Samir Santos,Udinese,2.2236286919831225,40,2254,2.2236287999999997,br
Shoya Nakajima,Portimonense,2.757225433526012,112,2763,2.7572255,jp
Lucas Digne,Everton,2.8404907975460123,73,109,2.8404908,fr
Lucas Digne,Everton,2.8404907975460123,73,109,2.8404908,fr
Kobamelo Kodisang,Braga,1.4380952380952379,22,2550,1.4380952,za
Alfa Semedo,Moreirense,2.606986899563319,23,2586,2.6069869999999997,gw
Matthias Ginter,Dortmund,3.1099290780141846,48,1342,3.109929,de
Sergio Reguilón,Sevilla,2.921875,85,2197,2.921875,es
Farid El Melali,Angers,1.8617021276595744,27,47,1.8617021,dz
Kenedy,Chelsea,3.2132132132132134,19,591,3.2132132,br
Álvaro Morata,Real Madrid,2.68125,11,1070,2.68125,es
Cédric Soares,Sporting CP,3.0307692307692307,63,97,3.0307692999999998,pt
Fernando,Sevilla,1.61328125,85,2044,1.6132812,br
Fernando,Sevilla,1.61328125,85,2044,1.6132812,br
José Campaña,Porto,3.2135593220338983,24,1195,3.2135594,es
Mouctar Diakhaby,Lyon,2.196319018404908,59,2285,2.196319,gn
Sofiane Boufal,Lille,3.3949044585987256,32,35,3.3949044,ma
Yacine Adli,Milan,3.369811320754717,95,369,3.3698113,fr
Mario Suárez,Atlético Madrid,2.072961373390558,21,1767,2.0729613000000002,es
Geoffrey Kondogbia,Atlético Madrid,2.9742489270386265,21,190,2.9742490000000004,cf
Oscar Barreto,Santa Clara,2.841530054644809,113,2622,2.84153,co
Ronald Araújo,Barcelona,2.75,70,232,2.75,uy
Daniel Wass,Atlético Madrid,1.8583690987124464,21,203,1.8583691000000002,dk
Daniel Wass,Atlético Madrid,1.8583690987124464,21,203,1.8583691000000002,dk
Vladimír Darida,Hertha BSC,2.7918781725888326,89,986,2.7918782,cz
Mario Gaspar,Watford,2.562162162162162,75,2344,2.5621622000000004,es
Adrian Fein,Greuther Fürth,2.0532544378698225,110,939,2.0532543999999997,de
Nicolas Janvier,Rennes,3.2730263157894735,39,2593,3.2730262000000003,fr
Ángel Di María,Real Madrid,3.571875,11,1718,3.571875,ar
Chris Richards,Bayern Munich,2.948328267477204,71,273,2.9483283,us
Chris Richards,Bayern Munich,2.948328267477204,71,273,2.9483283,us
Panagiotis Retsos,Hellas Verona,1.75,80,974,1.75,gr
Panagiotis Retsos,Hellas Verona,1.75,80,974,1.75,gr
Francis Coquelin,Arsenal,3.0288065843621403,56,2340,3.0288067,fr
Óscar Rodríguez Arnaiz,Getafe,2.9664804469273744,8,897,2.9664805,es
Óscar Rodríguez Arnaiz,Getafe,2.9664804469273744,8,897,2.9664805,es
Pedro Mendes,Rennes,2.2105263157894743,39,1570,2.2105262000000003,pt
Edinson Cavani,Paris S-G,2.1403508771929824,72,1431,2.1403507999999998,uy
Serge Gnabry,Hoffenheim,3.715555555555556,12,264,3.7155557,de
Sergio Canales,Real Sociedad,3.045977011494253,28,290,3.045977,es
Ismaila Sarr,Rennes,2.2697368421052637,39,2376,2.2697368,sn
Paco Alcácer,Dortmund,2.230496453900709,48,2335,2.2304964,es
Stephan El Shaarawy,Monaco,2.9672727272727277,42,1920,2.9672728,it
Kostas Tsimikas,Liverpool,3.1513353115727,69,1285,3.1513352,gr
Ainsley Maitland-Niles,Roma,2.286274509803921,60,87,2.2862744,en
Ainsley Maitland-Niles,Roma,2.286274509803921,60,87,2.2862744,en
Malang Sarr,Chelsea,2.6936936936936937,19,598,2.6936936,fr
Rubén Sobrino,Alavés,1.7361111111111112,0,527,1.7361112,es
Rubén Sobrino,Alavés,1.7361111111111112,0,527,1.7361112,es
Raphael Guzzo,Tondela,2.8844444444444446,104,2796,2.8844445,pt
Erick Pulgar,Fiorentina,3.0901960784313727,53,816,3.0901961,cl
Opa Nguette,Metz,2.4322916666666665,45,1498,2.4322917,sn
Pol Lirola,Fiorentina,2.87843137254902,53,1466,2.8784313,es
Axel Tuanzebe,Aston Villa,1.7025641025641025,57,126,1.7025641,en
Axel Tuanzebe,Aston Villa,1.7025641025641025,57,126,1.7025641,en
Georges Mikautadze,Metz,1.2916666666666667,45,1494,1.2916666,ge
Thiago Silva,Paris S-G,3.2140350877192985,72,599,3.214035,br
Alex Telles,Porto,3.030508474576272,24,1450,3.0305085,br
Sidney Raebiger,RB Leipzig,1.2254545454545454,62,1790,1.2254546,de
Fabian Schär,Newcastle Utd,2.5025380710659904,14,1640,2.502538,ch
Robin Knoche,Wolfsburg,2.0358744394618835,55,2269,2.0358744,de
Mattia Caldara,Spezia,2.530805687203792,86,2307,2.5308056,it
Joël Veltman,Brighton,2.8767123287671232,67,475,2.8767123,nl
Oriol Romeu,Valencia,2.785,9,2076,2.785,es
Suso,Genoa,2.45679012345679,51,2061,2.4567902000000004,es
Tomás Costa Silva,Sporting CP,2.1846153846153844,63,2798,2.1846153999999998,pt
Takefusa Kubo,Mallorca,2.7127659574468086,5,1393,2.712766,jp
Niklas Süle,Bayern Munich,3.276595744680851,71,279,3.2765958,de
Jan Bednarek,Aston Villa,2.276923076923077,57,2066,2.2769232,pl
Diego Llorente,Rayo Vallecano,2.1911111111111112,17,1138,2.1911110000000003,es
Paco Alcácer,Barcelona,2.341549295774648,70,2335,2.3415494,es
Nicolás Otamendi,Porto,2.8271186440677964,24,2492,2.8271186000000004,ar
Chris Richards,Bayern Munich,1.2765957446808511,71,273,1.2765957,us
Chris Richards,Bayern Munich,1.2765957446808511,71,273,1.2765957,us
Rayan Aït Nouri,Angers,2.9148936170212765,27,2424,2.9148936,fr
Jeremie Boga,Rennes,2.483552631578948,39,129,2.4835527,ci
Jeremie Boga,Rennes,2.483552631578948,39,129,2.4835527,ci
Andy Delort,Montpellier,2.47265625,43,1559,2.4726562000000003,dz
Andy Delort,Montpellier,2.47265625,43,1559,2.4726562000000003,dz
Raúl Albiol,Napoli,2.429967426710098,77,2334,2.4299673999999998,es
Yan Brice Eteki,Granada,2.1125,18,909,2.1125,cm
Ferrán Torres,Manchester City,2.987138263665595,4,257,2.9871383,es
Ferrán Torres,Manchester City,2.987138263665595,4,257,2.9871383,es
Conor Coady,Wolves,2.2367491166077738,74,2429,2.2367492,en
Felix Kalu Nmecha,Manchester City,2.446945337620579,4,2409,2.4469453999999997,de
Tyler Morton,Liverpool,2.136498516320475,69,1280,2.1364985,en
Ryan Bertrand,Leicester City,2.4125,107,1148,2.4125,en
Assane Dioussé,Saint-Étienne,2.8457142857142856,44,1938,2.8457142999999996,sn
Aimar Sher,Spezia,2.4123222748815167,86,2108,2.4123223,se
Marco Benassi,Empoli,2.3091787439613527,101,722,2.3091787999999998,it
Marco Benassi,Empoli,2.3091787439613527,101,722,2.3091787999999998,it
Sam Lammers,Atalanta,2.188976377952756,50,139,2.1889762999999998,nl
Sam Lammers,Atalanta,2.188976377952756,50,139,2.1889762999999998,nl
Josip Brekalo,Wolfsburg,2.9641255605381165,55,2168,2.9641256,hr
Josip Brekalo,Wolfsburg,2.9641255605381165,55,2168,2.9641256,hr
Luca Waldschmidt,Freiburg,2.3351648351648358,92,2422,2.3351648,de
Luca Waldschmidt,Freiburg,2.3351648351648358,92,2422,2.3351648,de
Raúl Guti,Elche,2.495,99,702,2.495,es
Abdou Diallo,Dortmund,2.99290780141844,48,1719,2.9929078,sn
Tiago Ilori,Granada,2.24375,18,2746,2.24375,pt
Hannes Wolf,RB Leipzig,2.36,62,1355,2.36,at
Yacine Adli,Paris S-G,3.3684210526315788,72,369,3.368421,fr
Yannick Gerhardt,Wolfsburg,2.9327354260089686,55,2407,2.9327354,de
Axel Tuanzebe,Manchester Utd,1.85140562248996,25,126,1.8514056,en
Axel Tuanzebe,Manchester Utd,1.85140562248996,25,126,1.8514056,en
Mohamed Salah,Roma,3.2156862745098036,60,1284,3.2156862999999998,eg
Monchu,Barcelona,2.4507042253521125,70,921,2.4507043,es
Giulian Biancone,Monaco,2.8145454545454545,42,2207,2.8145453999999996,fr
Borja Mayoral,Wolfsburg,1.6771300448430493,55,892,1.6771300999999998,es
Borja Mayoral,Wolfsburg,1.6771300448430493,55,892,1.6771300999999998,es
Álvaro González,Espanyol,2.0,2,1460,2.0,es
Pepê,Porto,3.3254237288135595,24,2454,3.3254237,br
Sofiane Boufal,Celta Vigo,3.069124423963133,10,35,3.0691245,ma
Maxime Busi,Reims,2.602739726027397,34,1855,2.6027397999999997,be
Marco Benassi,Torino,2.5,83,722,2.5,it
Marco Benassi,Torino,2.5,83,722,2.5,it
Kelechi Iheanacho,Leicester City,2.5708333333333333,107,1155,2.5708333999999997,ng
Mykola Kukharevych,Troyes,1.8198757763975155,35,2220,1.8198756999999999,ua
Ondrej Duda,Hertha BSC,2.538071065989848,89,1083,2.5380712000000005,sk
Moussa Sissoko,Tottenham,2.572463768115942,31,2379,2.5724638,fr
Martín Cáceres,Juventus,2.0607287449392717,79,532,2.0607288,uy
Martín Cáceres,Juventus,2.0607287449392717,79,532,2.0607288,uy
Costinha,Santa Clara,2.8579234972677594,113,2625,2.8579235,pt
Kieran Trippier,Newcastle Utd,2.736040609137056,14,201,2.7360406000000004,en
Kieran Trippier,Newcastle Utd,2.736040609137056,14,201,2.7360406000000004,en
Axel Tuanzebe,Aston Villa,1.7025641025641025,57,126,1.7025641,en
Axel Tuanzebe,Aston Villa,1.7025641025641025,57,126,1.7025641,en
Martin Satriano,Empoli,1.7729468599033815,101,453,1.7729468000000002,uy
Martin Satriano,Empoli,1.7729468599033815,101,453,1.7729468000000002,uy
Tony Springett,Norwich City,1.923913043478261,68,1682,1.9239130000000002,en
Jonathan Bamba,Lille,2.8789808917197455,32,1244,2.8789808999999997,fr
Ismaël Bennacer,Milan,3.4905660377358485,95,1509,3.4905660000000003,dz
Edoardo Goldaniga,Sassuolo,1.1829268292682926,78,541,1.1829268,it
Edoardo Goldaniga,Sassuolo,1.1829268292682926,78,541,1.1829268,it
Aaron Wan-Bissaka,Manchester Utd,2.678714859437751,25,1452,2.6787148,en
Henrikh Mkhitaryan,Manchester Utd,3.124497991967872,25,1915,3.124498,am
Álex Cantero,Levante,2.058252427184466,7,1196,2.0582523,es
Hannibal Mejbri,Manchester Utd,1.9437751004016064,25,1444,1.943775,tn
Ethan Ampadu,Venezia,3.0231213872832368,97,2302,3.0231214,wl
Pedri,Barcelona,3.5492957746478875,70,252,3.5492957,es
Francisco Sierralta,Watford,2.2216216216216216,75,2378,2.2216215,cl
Patrick,Estoril,1.276381909547739,106,2629,1.2763818999999998,br
Patrick,Estoril,1.276381909547739,106,2629,1.2763818999999998,br
Dominique Heintz,Union Berlin,2.2638888888888893,100,826,2.2638887999999997,de
Dominique Heintz,Union Berlin,2.2638888888888893,100,826,2.2638887999999997,de
Martin Valjent,Mallorca,2.015957446808511,5,1407,2.0159574,sk
Thomas Fontaine,Lorient,1.7202072538860105,36,1292,1.7202072,mg
Kasper Dolberg,Sevilla,2.0625,85,1651,2.0625,dk
Emerson Palmieri,Lyon,3.236196319018405,59,595,3.2361963,it
Emerson Palmieri,Lyon,3.236196319018405,59,595,3.2361963,it
Dimitri Foulquier,Valencia,2.42,9,915,2.42,fr
Dimitri Foulquier,Valencia,2.42,9,915,2.42,fr
Valon Behrami,Watford,1.8108108108108107,75,846,1.8108108,ch
Habib Diallo,Metz,2.1510416666666665,45,2117,2.1510417,sn
Nicolas Viola,Bologna,2.4203539823008846,66,368,2.420354,it
Kevin-Prince Boateng,Tottenham,2.2717391304347827,31,983,2.2717392000000003,gh
Felipe Caicedo,Manchester City,1.7459807073954985,4,849,1.7459807,ec
Felipe Caicedo,Manchester City,1.7459807073954985,4,849,1.7459807,ec
Andrew Robertson,Liverpool,3.6023738872403563,69,1283,3.6023737999999996,sc
Pasquale Mazzocchi,Salernitana,2.132450331125828,82,1979,2.1324503,it
Pasquale Mazzocchi,Salernitana,2.132450331125828,82,1979,2.1324503,it
Matteo Lovato,Salernitana,2.3576158940397347,82,140,2.357616,it
Matteo Lovato,Salernitana,2.3576158940397347,82,140,2.357616,it
Carlos Akapo,Cádiz,2.4900662251655628,26,498,2.4900662999999996,gq
Tiago Tomás,Sporting CP,2.270769230769231,63,2164,2.2707691000000003,pt
Tiago Tomás,Sporting CP,2.270769230769231,63,2164,2.2707691000000003,pt
Mitchel Bakker,Paris S-G,2.9052631578947365,72,1225,2.9052632000000003,nl
Henrique,Lyon,2.1901840490797544,59,1324,2.190184,br
Henrique,Lyon,2.1901840490797544,59,1324,2.190184,br
Ilaix Moriba,Barcelona,2.3661971830985915,70,1783,2.366197,gn
Ilaix Moriba,Barcelona,2.3661971830985915,70,1783,2.366197,gn
Sead Kolašinac,Arsenal,1.2386831275720165,56,85,1.2386831,ba
Sead Kolašinac,Arsenal,1.2386831275720165,56,85,1.2386831,ba
Yanis Hamache,Boavista,3.1405405405405404,102,2739,3.1405406000000005,dz
José Callejón,Espanyol,2.6623931623931623,2,806,2.6623930000000002,es
Ousmane Dembélé,Barcelona,3.369718309859155,70,236,3.3697182999999997,fr
Sean Longstaff,Newcastle Utd,2.8274111675126905,14,1636,2.8274112000000002,en
Nathan Aké,Chelsea,2.7267267267267266,19,1408,2.7267268,nl
Liam Henderson,Hellas Verona,2.703703703703704,80,729,2.7037036,sc
Arthur Theate,Rennes,2.661184210526316,39,365,2.6611842999999995,be
Matías Viña,Roma,2.6509803921568627,60,1925,2.6509805,uy
Rafinha,Celta Vigo,3.419354838709677,10,1738,3.4193550000000004,br
Rafinha,Celta Vigo,3.419354838709677,10,1738,3.4193550000000004,br
Javairô Dilrosun,Bordeaux,1.6919831223628692,94,375,1.6919831000000003,nl
Javairô Dilrosun,Bordeaux,1.6919831223628692,94,375,1.6919831000000003,nl
Javairô Dilrosun,Hertha BSC,1.6243654822335023,89,375,1.6243653999999998,nl
Javairô Dilrosun,Hertha BSC,1.6243654822335023,89,375,1.6243653999999998,nl
Sebastian Giovinco,Sampdoria,1.7094972067039107,84,2006,1.7094971999999997,it
Bryan,Sevilla,3.03515625,85,2188,3.0351562000000003,es
Bryan,Sevilla,3.03515625,85,2188,3.0351562000000003,es
Riyad Mahrez,Leicester City,3.1708333333333334,107,1420,3.1708333,dz
Nathan Collins,Wolves,2.2897526501766783,74,481,2.2897527,ie
Ansgar Knauff,Dortmund,2.0638297872340425,48,658,2.06383,de
Ansgar Knauff,Dortmund,2.0638297872340425,48,658,2.06383,de
Olivier Giroud,Arsenal,2.4732510288065845,56,1516,2.473251,fr
Ricardo Rodríguez,Milan,2.5169811320754714,95,2179,2.5169811,ch
Bruno Rodrigues,Braga,2.1095238095238096,22,2536,2.1095238,pt
Juan Foyth,Villarreal,2.783783783783784,15,2343,2.7837837000000003,ar
Stephan El Shaarawy,Roma,3.0274509803921568,60,1920,3.0274509999999997,it
Bruno Wilson,Braga,2.247619047619048,22,2793,2.2476192000000004,pt
Lucas Possignolo,Portimonense,2.4277456647398843,112,2762,2.4277456,br
Bryan Cristante,Roma,3.023529411764706,60,1907,3.0235295,it
Lebo Mothiba,Lille,1.0477707006369428,32,2129,1.0477707,za
Lebo Mothiba,Lille,1.0477707006369428,32,2129,1.0477707,za
Roberto Gagliardini,Atalanta,2.8543307086614167,50,1042,2.8543307999999996,it
Pepe,Marítimo,2.8374384236453203,103,2452,2.8374382999999996,pt
Maya Yoshida,Sampdoria,2.536312849162011,84,2018,2.5363127999999997,jp
Jhonder Cádiz,Famalicão,2.5329670329670333,1,2648,2.5329669999999997,ve
Sérgio Oliveira,Porto,3.7288135593220337,24,1916,3.7288136,pt
Sérgio Oliveira,Porto,3.7288135593220337,24,1916,3.7288136,pt
Lamine Diaby,Portimonense,2.7976878612716765,112,2730,2.7976878,fr
Cristiano Piccini,Spezia,2.639810426540284,86,2298,2.6398102999999997,it
Philipp Förster,Bochum,2.8359788359788363,54,2143,2.8359787,de
Alex,Famalicão,2.131868131868132,1,2636,2.1318681,br
Islam Slimani,Brest,2.017857142857143,16,1333,2.017857,dz
Islam Slimani,Brest,2.017857142857143,16,1333,2.017857,dz
Joelinton,Newcastle Utd,2.751269035532995,14,1633,2.7512689999999997,br
Ricardo Quaresma,Vitória,2.9819004524886883,105,2592,2.9819005,pt
Cláudio Winck,Marítimo,2.9014778325123154,103,2685,2.9014778,br
Calvin Verdonk,Famalicão,1.6813186813186811,1,2656,1.6813186000000002,nl
Andrea Masiello,Genoa,2.1481481481481484,51,866,2.148148,it
Aleix Vidal,Alavés,2.826388888888889,0,769,2.8263887999999997,es
Jerry St. Juste,Mainz 05,2.5619047619047617,41,1375,2.5619047000000004,nl
Wendell,Porto,3.2508474576271187,24,2457,3.2508472999999998,br
Matías Vecino,Empoli,2.9565217391304346,101,1049,2.9565217,uy
Giacomo Raspadori,Sassuolo,2.8739837398373984,78,2033,2.8739836,it
Bamba Dieng,Marseille,2.661290322580645,58,1458,2.6612904,sn
Sam Lammers,Atalanta,2.188976377952756,50,139,2.1889762999999998,nl
Sam Lammers,Atalanta,2.188976377952756,50,139,2.1889762999999998,nl
Keidi Bare,Atlético Madrid,2.84549356223176,21,743,2.8454936,al
Davinson Sánchez,Tottenham,2.789855072463768,31,2200,2.7898549999999998,co
Adrien Rabiot,Paris S-G,2.568421052631579,72,1073,2.5684211,fr
Enzo Crivelli,Bordeaux,1.510548523206751,94,1936,1.5105485,fr
Kieran Trippier,Tottenham,2.9347826086956523,31,201,2.9347825000000003,en
Kieran Trippier,Tottenham,2.9347826086956523,31,201,2.9347825000000003,en
Moi Gómez,Getafe,2.7206703910614527,8,2345,2.7206705,es
Dani Gómez,Espanyol,2.3418803418803416,2,1203,2.3418803,es
Youssouph Badji,Brest,1.4866071428571428,16,432,1.4866072,sn
Jaume Grau,Tondela,1.2844444444444445,104,1700,1.2844445,es
Robin Gosens,Atalanta,2.8622047244094486,50,136,2.8622047999999998,de
Robin Gosens,Atalanta,2.8622047244094486,50,136,2.8622047999999998,de
Eden Hazard,Real Madrid,3.015625,11,1807,3.015625,be
Martin Hongla,Hellas Verona,2.1388888888888893,80,970,2.1388887999999997,cm
Federico Bernardeschi,Juventus,2.712550607287449,79,1055,2.7125506,it
Christian Pulisic,Chelsea,2.612612612612613,19,596,2.6126127,us
Joselu,Eint Frankfurt,2.4393939393939394,13,8,2.439394,es
Marvin Plattenhardt,Hertha BSC,2.7563451776649748,89,999,2.7563452999999996,de
Jóhann Berg Guðmundsson,Burnley,2.3795180722891565,6,479,2.379518,is
Tomás Händel,Vitória,2.027149321266968,105,2587,2.0271494,pt
Felix Passlack,Dortmund,2.9680851063829787,48,664,2.968085,de
Samir Santos,Watford,2.610810810810811,75,2254,2.6108107999999994,br
Samir Santos,Watford,2.610810810810811,75,2254,2.6108107999999994,br
Aster Vranckx,Milan,2.70566037735849,95,2421,2.7056603,be
Fabien Lemoine,Saint-Étienne,3.1371428571428566,44,1302,3.137143,fr
Matheus Cunha,RB Leipzig,2.229090909090909,62,182,2.229091,br
Matheus Cunha,RB Leipzig,2.229090909090909,62,182,2.229091,br
