,Player,Squad,Rating,user,player,rating
4842,Tomás Rincón,Juventus,2.4493927125506074,79,2009,2.4493928
3038,Jérémy Pied,Southampton,2.1789473684210527,33,1256,2.1789474
737,Martín Montoya,Inter,2.735202492211838,64,303,2.7352026
3235,Ramy Bensebaini,Rennes,3.0921052631578947,39,1338,3.0921052
1260,Paolo Faragò,Bologna,2.3185840707964602,66,537,2.318584
1666,Filippo Bandinelli,Empoli,2.632850241545894,101,721,2.6328502
5295,Dele Alli,Tottenham,2.572463768115942,31,774,2.5724638
6652,Cláudio Winck,Hellas Verona,2.814814814814815,80,2685,2.8148148
2952,Nadiem Amiri,Genoa,2.765432098765432,51,843,2.7654321
3220,Islam Slimani,Sporting CP,2.16,63,1333,2.16
3892,Amir Rrahmani,Hellas Verona,2.5833333333333335,80,1620,2.5833333
6352,Rui Fonte,Famalicão,1.9230769230769231,1,2551,1.9230769
6520,Adrián Marín,Gil Vicente FC,2.8063241106719365,114,2633,2.806324
6006,João Moutinho,Wolves,3.1696113074204946,74,2438,3.1696112
2053,Andrea Masiello,Atalanta,1.921259842519685,50,866,1.9212599
1210,Lucas Pérez,Cádiz,2.19205298013245,26,524,2.192053
1695,Andrea La Mantia,Empoli,2.077294685990338,101,731,2.0772946
4060,Sam Byram,Leeds United,2.7219512195121953,61,1665,2.7219512
6429,João Ferreira,Vitória,2.6199095022624435,105,2591,2.6199095
1095,Neal Maupay,Brest,2.3080357142857144,16,469,2.3080356
4147,Ángel Di María,Benfica,3.6877076411960132,65,1718,3.6877077
6141,Rúben Vinagre,Wolves,2.908127208480565,74,2481,2.9081273
2932,Roberto Soldado,Osasuna,2.021978021978022,88,1216,2.0219781
1630,Iván Marcone,Elche,2.47,99,705,2.47
3869,Stanislav Lobotka,Napoli,2.986970684039088,77,1611,2.9869707
1881,Marco Benassi,Hellas Verona,2.4768518518518516,80,722,2.476852
3277,Stephan Fürstner,Bayern Munich,1.425531914893617,71,1362,1.4255319
5113,Ismaël Doukouré,Strasbourg,1.2633928571428572,30,2120,1.2633928
1612,Darío Benedetto,Elche,2.17,99,694,2.17
978,Rico Henry,Brentford,2.3138297872340425,76,416,2.31383
3132,Fabien Lemoine,Lorient,2.994818652849741,36,1302,2.9948187
4856,Adrien Silva,Monaco,2.8436363636363637,42,2011,2.8436363
3050,Edon Zhegrova,Lille,3.0796178343949046,32,1261,3.0796177
5833,Adam Masina,Udinese,2.270042194092827,40,2372,2.2700422
2031,Mattia Destro,Bologna,1.8495575221238938,66,854,1.8495575
487,Kieran Trippier,Burnley,3.0783132530120483,6,201,3.0783134
6580,João Gamboa,Braga,2.2285714285714286,22,2663,2.2285714
6029,Francisco Trincão,Braga,2.6,22,2445,2.6
344,Robin Gosens,Inter,2.9096573208722742,64,136,2.9096572
3218,Xherdan Shaqiri,Inter,2.9781931464174454,64,1332,2.978193
3467,Anthony Martial,Lyon,2.144171779141104,59,1441,2.1441717
3691,Pietro Pellegri,Torino,1.9086538461538463,83,1524,1.9086539
3971,Chris Wood,Brighton,1.821917808219178,67,497,1.8219178
911,Samuel Kalu,Bordeaux,2.962025316455696,94,381,2.9620254
1041,Jérémy Le Douaron,Brest,2.09375,16,446,2.09375
47,Loum Ndiaye,Porto,2.1186440677966103,24,19,2.118644
4767,Simone Verdi,Bologna,2.0486725663716814,66,1992,2.0486727
5933,Omar Marmoush,Wolfsburg,3.179372197309417,55,2153,3.1793723
1350,Nolito,Benfica,2.574750830564784,65,572,2.574751
443,João Félix,Benfica,3.1029900332225915,65,185,3.1029902
4969,Anthony Martial,Lyon,2.3374233128834354,59,1441,2.3374233
1061,Steven Alzate,Brighton,2.589041095890411,67,455,2.589041
1451,Jodel Dossou,Clermont Foot,2.4321608040201004,38,610,2.4321609
1867,Andros Townsend,Watford,2.7945945945945945,75,801,2.7945945
446,Antoine Griezmann,Real Sociedad,2.739463601532567,28,186,2.7394636
4176,Mauro Icardi,Inter,1.9906542056074767,64,1727,1.9906542
1743,Miguel Juan Llambrich,Villarreal,1.9111969111969112,15,754,1.911197
5593,Dimitri Foulquier,Strasbourg,2.330357142857143,30,915,2.330357
2850,Ignatius Ganago,Nantes,2.0231481481481484,20,1181,2.023148
5027,Lyanco,Southampton,2.2842105263157895,33,2073,2.2842104
1754,Fran Mérida,Braga,2.7666666666666666,22,759,2.7666667
3012,Angel Gomes,Manchester Utd,2.5502008032128516,25,1251,2.5502007
4652,Mahdi Camara,Brest,2.8526785714285716,16,1935,2.8526785
4803,Mikkel Damsgaard,Brentford,3.143617021276596,76,2002,3.143617
3008,Tiago Djaló,Lille,2.9044585987261144,32,1249,2.9044585
1055,Martin Satriano,Inter,1.750778816199377,64,453,1.7507788
848,Jerdy Schouten,Bologna,2.8716814159292037,66,359,2.8716815
5317,Emerson,Barcelona,2.323943661971831,70,240,2.3239436
5627,Cristhian Mosquera,Valencia,1.915,9,2295,1.915
5639,Rubén Sobrino,Valencia,2.16,9,527,2.16
4229,Álvaro Aguirre,Rayo Vallecano,1.4577777777777778,17,1745,1.4577777
5944,Kevin Paredes,Wolfsburg,1.7399103139013452,55,2415,1.7399104
1294,Charalambos Lykogiannis,Cagliari,2.2408376963350785,81,545,2.2408378
3487,Cristiano Ronaldo,Real Madrid,2.296875,11,1075,2.296875
3849,Abdoulaye Sylla,Nantes,2.1527777777777777,20,1601,2.1527777
4402,Ander Guevara,Real Sociedad,2.524904214559387,28,1827,2.5249043
3621,Nicolas de Préville,Lille,2.4044585987261144,32,1502,2.4044585
6392,Marcelo,Gil Vicente FC,1.1857707509881423,114,390,1.1857708
6469,Ricardinho,Santa Clara,2.459016393442623,113,2607,2.4590163
4888,Emil Ceide,Sassuolo,2.186991869918699,78,2021,2.186992
4988,Pedro Ortiz,Sevilla,3.37109375,85,2056,3.3710938
1112,Ashley Barnes,Burnley,2.1506024096385543,6,478,2.1506023
4204,Danilo Pereira,Marítimo,2.8866995073891624,103,1737,2.8866994
789,Jürgen Locadia,Hoffenheim,2.497777777777778,12,327,2.4977777
776,Tarsis Bonga,Bochum,2.142857142857143,54,319,2.142857
6470,Kennedy Boateng,Santa Clara,1.989071038251366,113,2608,1.989071
183,Calum Chambers,Aston Villa,2.174358974358974,57,81,2.174359
5758,Arnaut Groeneveld,Villarreal,2.7953667953667956,15,2346,2.7953668
4684,Mathys Saban,Saint-Étienne,2.3085714285714287,44,1955,2.3085713
4645,Denis Bouanga,Saint-Étienne,3.0342857142857143,44,1932,3.0342858
2778,Pascal Struijk,Leeds United,2.9317073170731707,61,1143,2.9317074
1513,Jeffrey Schlupp,Crystal Palace,2.642857142857143,98,644,2.642857
2264,Jessic Ngankam,Hertha BSC,2.1065989847715736,89,949,2.106599
734,Juan Miranda,Barcelona,2.676056338028169,70,302,2.6760564
4597,Borja Mayoral,Levante,2.378640776699029,7,892,2.378641
2559,Giorgio Chiellini,Juventus,2.57085020242915,79,1057,2.5708501
1168,Santiago Arzamendia,Cádiz,2.456953642384106,26,502,2.4569535
6079,Jesús Corona,Sevilla,3.30859375,85,2042,3.3085938
3231,Karl Toko Ekambi,Lyon,2.852760736196319,59,1335,2.8527608
1851,Michael Keane,Leicester City,2.55,107,791,2.55
1963,Nils Petersen,Bayern Munich,2.0911854103343464,71,832,2.0911853
2168,Matias Arezo,Granada,2.48125,18,905,2.48125
4743,Lys Mousset,Salernitana,1.8874172185430464,82,1982,1.8874172
2843,Cheick Doucouré,Lens,3.1826086956521737,37,1178,3.1826086
485,Luis Suárez,Barcelona,2.5140845070422535,70,200,2.5140846
5821,Hassane Kamara,Nice,2.546153846153846,29,1654,2.5461538
5247,Marko Pjaca,Genoa,2.271604938271605,51,2176,2.271605
30,Florian Lejeune,Villarreal,2.0154440154440154,15,10,2.015444
1879,Marco Benassi,Fiorentina,2.764705882352941,53,722,2.764706
3418,Raheem Sterling,Liverpool,3.228486646884273,69,1426,3.2284865
2298,Fabio Depaoli,Atalanta,2.543307086614173,50,965,2.543307
3768,Valère Germain,Nice,2.05,29,1563,2.05
6044,Evanilson,Porto,2.5627118644067797,24,2449,2.562712
5028,Romain Perraud,Nice,2.2846153846153845,29,2074,2.2846153
636,Samuel Umtiti,Lyon,2.187116564417178,59,259,2.1871166
4334,Joscha Wosz,RB Leipzig,1.5345454545454544,62,1794,1.5345454
2907,Jorge de Frutos,Rayo Vallecano,2.88,17,1202,2.88
1083,Adam Lallana,Liverpool,2.7002967359050447,69,465,2.7002966
861,Arthur Theate,Bologna,2.774336283185841,66,365,2.7743363
2948,Nadiem Amiri,Hoffenheim,2.8933333333333335,12,843,2.8933334
903,Josuha Guilavogui,Wolfsburg,2.8385650224215246,55,378,2.838565
2691,Jovane Cabral,Sporting CP,2.96,63,1108,2.96
109,Thomas Mangani,Angers,3.2925531914893615,27,45,3.2925532
4032,Justin Kluivert,RB Leipzig,2.6981818181818182,62,1655,2.6981819
3542,Sead Kolašinac,Marseille,1.1975806451612903,58,85,1.1975807
5910,John Brooks,Wolfsburg,2.506726457399103,55,2406,2.5067265
5748,Pervis Estupiñán,Granada,2.575,18,2342,2.575
3718,Youssouf Fofana,Strasbourg,2.924107142857143,30,1539,2.924107
3656,Alessandro Florenzi,Valencia,3.155,9,1514,3.155
1831,André Gomes,Benfica,2.6777408637873754,65,785,2.6777408
5970,Rayan Aït Nouri,Wolves,3.045936395759717,74,2424,3.0459363
782,Gerrit Holtmann,Bochum,2.7037037037037037,54,324,2.7037036
6688,Milson,Marítimo,1.9950738916256157,103,2707,1.9950739
5716,Arnór Sigurðsson,Venezia,1.739884393063584,97,2329,1.7398844
2633,Julian Chabot,Sampdoria,2.6815642458100557,84,1081,2.6815643
2742,Hélder Costa,Leeds United,2.3317073170731706,61,1125,2.3317072
1825,Anwar El Ghazi,Aston Villa,2.594871794871795,57,110,2.5948718
1094,Neal Maupay,Saint-Étienne,2.142857142857143,44,469,2.142857
5282,Simone Verdi,Bologna,2.0486725663716814,66,1992,2.0486727
2941,Rúben Vezo,Valencia,2.385,9,1219,2.385
4610,Sérgio Oliveira,Nantes,3.6481481481481484,20,1916,3.648148
4144,El Chadaille Bitshiabu,Paris S-G,2.389473684210526,72,1716,2.3894737
4697,Gabriel Silva,Saint-Étienne,2.177142857142857,44,1958,2.1771429
5753,Mario Gaspar,Villarreal,2.552123552123552,15,2344,2.5521235
1654,Pablo Piatti,Valencia,2.265,9,714,2.265
5607,Jason,Levante,2.2815533980582523,7,7,2.2815535
5243,Pietro Pellegri,Milan,1.8264150943396227,95,1524,1.8264151
4764,Simone Verdi,Torino,3.1586538461538463,83,1992,3.1586537
6747,Petar Musa,Union Berlin,2.5416666666666665,100,2734,2.5416667
4691,Bakary Sako,Saint-Étienne,2.0742857142857143,44,1957,2.0742857
3187,Habib Keita,Lyon,2.4263803680981595,59,1326,2.4263804
5957,Luca Waldschmidt,Eint Frankfurt,2.4015151515151514,13,2422,2.4015152
3751,Rémy Cabella,Newcastle Utd,2.9289340101522843,14,1555,2.928934
2323,Mateusz Praszelik,Hellas Verona,1.875,80,973,1.875
3601,Habib Maïga,Saint-Étienne,2.817142857142857,44,1491,2.817143
1204,Lucas Pérez,Rayo Vallecano,2.422222222222222,17,524,2.4222221
5286,Mërgim Vojvoda,Torino,2.7115384615384617,83,2183,2.7115386
3109,Igor Carioca,Lorient,2.533678756476684,36,1290,2.5336788
5278,Simone Verdi,Torino,2.4134615384615383,83,1992,2.4134614
2252,Sebastian Griesbeck,Greuther Fürth,2.366863905325444,110,941,2.366864
6810,Welinton Júnior,Portimonense,2.4971098265895955,112,2771,2.49711
1770,Raúl de Tomás,Espanyol,2.4572649572649574,2,767,2.457265
829,Diego Falcinelli,Bologna,2.3672566371681416,66,347,2.3672566
5853,Ismaila Sarr,Watford,2.2162162162162162,75,2376,2.2162163
5167,Marc-Oliver Kempf,Freiburg,2.3076923076923075,92,993,2.3076923
627,Ferrán Torres,Manchester City,2.987138263665595,4,257,2.9871383
3922,Federico Fernández,Elche,2.185,99,1628,2.185
925,Sekou Mara,Bordeaux,2.1561181434599157,94,389,2.1561182
295,Marvelous Nakamba,Aston Villa,2.066666666666667,57,119,2.0666666
1052,Ronaël Pierre-Gabriel,Strasbourg,2.767857142857143,30,451,2.767857
4149,Ángel Di María,Manchester Utd,3.4698795180722892,25,1718,3.4698796
3567,Ibrahim Amadou,Lille,2.375796178343949,32,1474,2.375796
2124,Borja Mayoral,Levante,2.378640776699029,7,892,2.378641
944,Jean Onana,Bordeaux,3.088607594936709,94,395,3.0886075
5444,Beto,Udinese,2.459915611814346,40,2239,2.4599156
5678,Jacopo Dezi,Venezia,2.9826589595375723,97,2309,2.9826589
12,Saúl García,Alavés,1.1041666666666667,0,5,1.1041666
1117,Jack Cork,Watford,1.962162162162162,75,482,1.9621621
4983,Lucas Ocampos,Monaco,2.7781818181818183,42,2055,2.7781818
2299,Fabio Depaoli,Atalanta,1.8188976377952757,50,965,1.8188976
4319,Yussuf Poulsen,RB Leipzig,2.64,62,1789,2.64
1319,Giovanni Simeone,Cagliari,1.450261780104712,81,553,1.4502618
5568,Denis Cheryshev,Valencia,2.765,9,2282,2.765
6694,Vitorino Antunes,Getafe,3.329608938547486,8,2710,3.329609
6260,Almoatasembellah Ali,Vitória,2.9502262443438916,105,2522,2.9502263
2651,Noah Katterbach,Köln,2.1717171717171717,93,1089,2.1717172
2751,Adam Forshaw,Brentford,2.5,76,1130,2.5
3003,Sven Botman,Lille,2.7738853503184715,32,1246,2.7738853
653,Leon Goretzka,Bayern Munich,3.3677811550151975,71,265,3.3677812
2351,Santiago Ascacíbar,Hertha BSC,2.527918781725888,89,981,2.5279188
3323,Rodrigo Battaglia,Moreirense,2.3013100436681224,23,1384,2.30131
3758,Andy Delort,Metz,2.125,45,1559,2.125
5205,Cristian Ansaldi,Atlético Madrid,3.1587982832618025,21,2166,3.1587982
6681,Clésio Baúque,Benfica,2.5548172757475083,65,2701,2.5548172
3501,Raphaël Varane,Real Madrid,2.565625,11,1451,2.565625
2370,Matheus Cunha,Atlético Madrid,2.643776824034335,21,182,2.643777
4986,Lucas Ocampos,Milan,2.769811320754717,95,2055,2.7698114
2206,Maxime Gonalons,Clermont Foot,2.542713567839196,38,916,2.5427136
4746,Joel Obi,Torino,2.2451923076923075,83,1984,2.2451923
570,Philippe Coutinho,Liverpool,3.376854599406528,69,107,3.3768547
1448,Lucas Da Cunha,Clermont Foot,2.809045226130653,38,608,2.8090453
4020,Amine Gouiri,Lyon,3.0061349693251533,59,1652,3.006135
3204,Emerson Palmieri,Chelsea,3.204204204204204,19,595,3.2042043
1745,Luca Koleosho,Espanyol,1.2136752136752136,2,755,1.2136753
4796,Andrea Conti,Atalanta,2.2401574803149606,50,1512,2.2401574
287,Tim Iroegbunam,Aston Villa,1.6717948717948719,57,113,1.6717949
1738,Sergi Gómez,Espanyol,2.282051282051282,2,750,2.2820513
4275,Mamadou Sylla,Rayo Vallecano,2.1333333333333333,17,25,2.1333334
3917,Ciaran Clark,Newcastle Utd,2.1065989847715736,14,1626,2.106599
5994,Hwang Hee-chan,Wolves,1.8374558303886925,74,1778,1.8374559
4558,Martin Terrier,Rennes,3.0592105263157894,39,1900,3.0592105
5663,Bjarki Bjarkason,Venezia,1.115606936416185,97,2305,1.1156069
3795,Florent Mollet,Montpellier,2.69921875,43,1571,2.6992188
1684,Federico Di Francesco,Bologna,2.353982300884956,66,726,2.3539822
5159,Chris Führich,Stuttgart,2.982456140350877,49,2144,2.9824562
1338,Javi Galán,Celta Vigo,3.3824884792626726,10,566,3.3824885
5304,Bryan,Sevilla,2.4765625,85,2188,2.4765625
6729,João Pedro Sousa Silva,Paços,1.8112244897959184,108,2723,1.8112245
2829,Simon Banza,Famalicão,2.71978021978022,1,1170,2.7197802
3534,Pape Gueye,Marseille,2.810483870967742,58,1462,2.810484
3852,Diego Demme,Arminia,2.8513513513513513,46,1603,2.8513513
6350,Rui Fonte,Estoril,1.92964824120603,106,2551,1.9296483
2887,Martín Cáceres,Levante,2.495145631067961,7,532,2.4951456
6791,Iván Angulo,Portimonense,2.398843930635838,112,2759,2.398844
3433,Eric Bailly,Espanyol,2.1367521367521367,2,1430,2.1367521
1564,Marius Wolf,Dortmund,2.882978723404255,48,671,2.8829787
6356,Samuel,Gil Vicente FC,3.3043478260869565,114,2555,3.3043478
5492,Brandon Soppy,Atalanta,2.1653543307086616,50,2255,2.1653543
2316,Kevin Lasagna,Hellas Verona,2.5555555555555554,80,971,2.5555556
4709,Zaydou Youssouf,Saint-Étienne,2.902857142857143,44,1962,2.902857
1231,Daniele Baselli,Torino,2.3221153846153846,83,530,2.3221154
4294,Hwang Hee-chan,RB Leipzig,1.8545454545454545,62,1778,1.8545455
1258,Alessandro Deiola,Spezia,2.6161137440758293,86,536,2.6161137
1951,Dominique Heintz,Freiburg,2.032967032967033,92,826,2.032967
6361,Pedro Filipe Barbosa Moreira,Paços,3.4183673469387754,108,2557,3.4183674
113,Batista Mendy,Angers,2.526595744680851,27,48,2.5265958
5809,Oghenekaro Etebo,Getafe,2.122905027932961,8,2364,2.122905
5008,Óliver Torres,Porto,3.2711864406779663,24,2062,3.2711864
2488,Matteo Darmian,Torino,2.6634615384615383,83,1038,2.6634614
507,Daniel Caligiuri,Augsburg,3.298429319371728,91,205,3.2984293
3349,Jordi Mboula,Monaco,2.0145454545454546,42,1395,2.0145454
2986,Zidan Sertdemir,Leverkusen,2.4083969465648853,47,1238,2.408397
2578,Moise Kean,Hellas Verona,1.1712962962962963,80,790,1.1712962
6381,Henrique Gomes,Gil Vicente FC,2.8656126482213438,114,2569,2.8656127
3221,Islam Slimani,Sporting CP,2.166153846153846,63,1333,2.166154
6638,Romário Baró,Porto,2.142372881355932,24,2676,2.1423728
350,Matteo Lovato,Hellas Verona,2.189814814814815,80,140,2.1898148
3964,Kieran Trippier,Atlético Madrid,3.0343347639484977,21,201,3.0343347
3346,Pablo Maffeo,Stuttgart,2.6666666666666665,49,1394,2.6666667
3550,Arkadiusz Milik,Juventus,2.3157894736842106,79,1467,2.3157895
1114,Josh Brownhill,Burnley,2.753012048192771,6,480,2.753012
5329,Dejan Kulusevski,Atalanta,3.188976377952756,50,1064,3.1889763
298,Morgan Sanson,Montpellier,2.38671875,43,122,2.3867188
3139,Jérémy Morel,Marseille,2.028225806451613,58,1307,2.028226
5433,Philippe Sandler,Troyes,1.6583850931677018,35,2232,1.658385
2484,Joaquín Correa,Inter,2.7601246105919004,64,1036,2.7601247
6333,Roger Fernandes,Braga,2.552380952380952,22,2546,2.552381
6720,Rui Pires,Paços,2.3469387755102042,108,2719,2.3469388
6435,Falaye Sacko,Montpellier,2.5234375,43,1956,2.5234375
229,Takehiro Tomiyasu,Bologna,2.6283185840707963,66,100,2.6283185
4954,Munir El Haddadi,Sevilla,2.37109375,85,2047,2.3710938
5551,András Schäfer,Genoa,2.3641975308641974,51,2276,2.3641975
4740,Pasquale Mazzocchi,Salernitana,2.6754966887417218,82,1979,2.6754966
6007,Pedro Neto,Braga,2.961904761904762,22,2439,2.9619048
4392,Jesús Vallejo,Granada,2.24375,18,1818,2.24375
2103,Djené,Getafe,2.195530726256983,8,885,2.1955307
5386,Tristan Dingomé,Monaco,3.076363636363636,42,2212,3.0763636
4506,Benjamin Bourigeaud,Rennes,3.3947368421052633,39,1888,3.3947368
4038,Mario Lemina,Southampton,2.957894736842105,33,1656,2.9578948
4564,Tammy Abraham,Aston Villa,2.8205128205128207,57,1904,2.8205128
1614,Pedro Bigas,Mallorca,2.382978723404255,5,695,2.3829787
607,Antoine Griezmann,Barcelona,2.9119718309859155,70,186,2.9119718
2815,Ricardo Pereira,Leicester City,3.370833333333333,107,1162,3.3708334
1093,Neal Maupay,Nice,2.373076923076923,29,469,2.373077
5543,Sven Michel,Union Berlin,3.0925925925925926,100,2271,3.0925925
6728,João Pedro Sousa Silva,Vitória,1.8235294117647058,105,2723,1.8235294
6499,Mohamed Bouldini,Levante,2.029126213592233,7,2626,2.0291262
203,Pablo Marí,Udinese,2.2447257383966246,40,88,2.2447257
6393,André Filipe Rio Liberal,Gil Vicente FC,1.458498023715415,114,2576,1.458498
5157,Chris Führich,Köln,2.9057239057239057,93,2144,2.9057238
837,Gary Medel,Inter,2.5576323987538943,64,352,2.5576324
6523,Ivo Rodrigues,Arouca,3.2114285714285713,109,2635,3.2114286
1230,Daniele Baselli,Atalanta,2.9291338582677167,50,530,2.929134
5192,Mohamed Sankoh,Stuttgart,1.4035087719298245,49,2159,1.4035088
1609,Antonio Barragán,Elche,2.345,99,693,2.345
5381,Abdu Conté,Sporting CP,2.32,63,2211,2.32
3933,Joelinton,Hoffenheim,2.6266666666666665,12,1633,2.6266668
3276,Jonathan Burkardt,Mainz 05,2.704761904761905,41,1361,2.704762
6271,André Horta,Benfica,3.485049833887043,65,2527,3.4850497
6490,Mohammad Mohebbi,Santa Clara,2.4043715846994536,113,2620,2.4043715
6472,Anderson Carvalho,Boavista,2.5405405405405403,102,2610,2.5405405
2432,Jacob Bruun Larsen,Hoffenheim,2.582222222222222,12,1016,2.5822222
5220,Josip Brekalo,Stuttgart,2.723684210526316,49,2168,2.7236843
3214,Jeff Reine-Adélaïde,Angers,2.9202127659574466,27,1331,2.9202127
2798,Wesley Fofana,Leicester City,2.933333333333333,107,1154,2.9333334
657,Joshua Kimmich,Bayern Munich,3.7811550151975686,71,267,3.781155
790,Anthony Losilla,Bochum,2.417989417989418,54,328,2.4179895
4296,Hwang Hee-chan,Wolves,1.8374558303886925,74,1778,1.8374559
5897,Maximilian Arnold,Wolfsburg,2.928251121076233,55,2402,2.928251
1359,Denis Suárez,Arsenal,3.4732510288065845,56,576,3.473251
5019,Ibrahima Diallo,Southampton,2.5,33,2068,2.5
4633,Jordan Veretout,Marseille,3.407258064516129,58,1924,3.407258
3578,Fali Candé,Portimonense,2.947976878612717,112,1478,2.9479768
5194,Pascal Stenzel,Dortmund,2.9858156028368796,48,2161,2.9858155
5976,Jonny Castro,Wolves,2.92226148409894,74,2427,2.9222615
4522,Sehrou Guirassy,Stuttgart,2.31140350877193,49,1891,2.3114035
5717,Michael Svoboda,Venezia,2.520231213872832,97,2330,2.5202312
5231,Karol Linetty,Sampdoria,2.078212290502793,84,2174,2.0782123
3053,Thiago Alcántara,Liverpool,3.712166172106825,69,1262,3.712166
5845,Samir Santos,Hellas Verona,1.787037037037037,80,2254,1.787037
1780,Dídac Vilà,Betis,2.1826086956521737,96,770,2.1826086
2471,Felipe Caicedo,Sporting CP,2.227692307692308,63,849,2.2276924
803,Danilo Soares,Hoffenheim,2.9644444444444447,12,334,2.9644444
857,Adama Soumaoro,Bologna,2.1327433628318584,66,362,2.1327434
5513,Sebastian Griesbeck,Union Berlin,1.7407407407407407,100,941,1.7407408
4051,Morgan Schneiderlin,Everton,2.6809815950920246,73,1660,2.6809816
4825,Giangiacomo Magnani,Sassuolo,2.0203252032520327,78,972,2.0203252
219,Emile Smith Rowe,RB Leipzig,2.789090909090909,62,96,2.7890909
1288,Matteo Lovato,Atalanta,2.2716535433070866,50,140,2.2716537
582,Memphis Depay,Lyon,3.2423312883435584,59,238,3.2423313
43,Toni Moya,Alavés,2.875,0,17,2.875
1234,Daniele Baselli,Cagliari,2.8743455497382198,81,530,2.8743455
2509,Aleksandar Kolarov,Inter,2.70404984423676,64,1043,2.7040498
6683,Miguel Sousa,Marítimo,2.7192118226600983,103,2702,2.7192118
1892,José Callejón,Napoli,2.6416938110749184,77,806,2.6416938
6009,Pedro Neto,Wolves,3.060070671378092,74,2439,3.0600708
5338,Giovani Lo Celso,Betis,3.0652173913043477,96,2195,3.0652175
5662,Issa Bah,Venezia,1.7919075144508672,97,2304,1.7919075
1071,Marc Cucurella,Getafe,2.664804469273743,8,460,2.6648045
718,Andrés Guardado,Leverkusen,2.7709923664122136,47,295,2.7709923
1505,Jean-Philippe Mateta,Mainz 05,2.2904761904761903,41,638,2.290476
670,Omar Richards,Bayern Munich,3.2735562310030395,71,274,3.2735562
5476,Nehuén Pérez,Famalicão,2.3131868131868134,1,2250,2.313187
4434,David Silva,Celta Vigo,3.055299539170507,10,1842,3.0552995
897,Fransérgio,Bordeaux,2.282700421940928,94,377,2.2827005
5510,Niko Gießelmann,Greuther Fürth,2.662721893491124,110,2265,2.6627219
5204,Ola Aina,Torino,2.480769230769231,83,2165,2.4807692
3875,Kostas Manolas,Roma,2.164705882352941,60,1614,2.164706
2706,Ciro Immobile,Juventus,2.5587044534412957,79,1112,2.5587044
5466,Bram Nuytinck,Udinese,2.278481012658228,40,2246,2.278481
2794,Patson Daka,Leicester City,2.2625,107,1152,2.2625
2663,Anthony Modeste,Dortmund,2.198581560283688,48,1094,2.1985815
3813,Jean-Kévin Augustin,Monaco,1.6581818181818182,42,1580,1.6581818
6053,Luis Díaz,Porto,3.4033898305084747,24,1264,3.40339
5219,Josip Brekalo,Stuttgart,3.008771929824561,49,2168,3.008772
1874,Arthur,Fiorentina,2.384313725490196,53,803,2.3843138
1769,Raúl de Tomás,Real Madrid,2.684375,11,767,2.684375
6508,Alexandre Manuel Penetra Correia,Famalicão,2.302197802197802,1,2631,2.3021977
2807,Kasey McAteer,Leicester City,1.225,107,1159,1.225
1983,Jeong Woo-yeong,Bayern Munich,2.3768996960486324,71,842,2.3768997
531,Florian Niederlechner,Augsburg,2.3717277486910993,91,220,2.3717277
3353,Jordi Mboula,Estoril,2.1608040201005023,106,1395,2.160804
2855,Corentin Jean,Monaco,2.658181818181818,42,1184,2.658182
2163,Gonzalo Villar,Sampdoria,2.7206703910614527,84,902,2.7206705
731,Juanmi,Betis,2.4608695652173913,96,300,2.4608696
4975,Anthony Martial,Sevilla,2.44921875,85,1441,2.4492188
2232,Germán Sánchez,Granada,2.09375,18,929,2.09375
3739,Djibril Sidibé,Monaco,3.2363636363636363,42,1550,3.2363636
5888,Sonny Perkins,West Ham,1.0934065934065933,52,2398,1.0934066
1255,Luca Ceppitelli,Venezia,2.560693641618497,97,534,2.5606937
2104,Hugo Duro,Getafe,1.893854748603352,8,886,1.8938547
3305,Matondo-Merveille Papela,Mainz 05,2.0619047619047617,41,1373,2.0619047
3429,Kyle Walker,Tottenham,2.9927536231884058,31,1428,2.9927535
898,Fransérgio,Bordeaux,2.2320675105485233,94,377,2.2320676
428,Oier Zarraga,Athletic Club,2.455026455026455,87,179,2.4550264
6524,Ivo Rodrigues,Paços,3.1377551020408165,108,2635,3.1377552
4160,Julian Draxler,Paris S-G,3.1228070175438596,72,1721,3.122807
5359,Cristian Romero,Tottenham,2.9456521739130435,31,2199,2.9456522
6194,Julian Weigl,Dortmund,3.1702127659574466,48,2493,3.1702127
1222,Giorgio Altare,Milan,2.513207547169811,95,528,2.5132074
4272,Mamadou Sylla,Espanyol,1.4743589743589745,2,25,1.4743589
4902,Hamed Junior Traorè,Empoli,2.9516908212560384,101,2025,2.951691
3753,Rémy Cabella,Lille,3.28343949044586,32,1555,3.2834394
3006,Zeki Çelik,Roma,2.933333333333333,60,1247,2.9333334
1096,Neal Maupay,Brentford,2.265957446808511,76,469,2.2659574
2072,Stefano Sabelli,Empoli,2.2028985507246377,101,871,2.2028985
6478,Allano,Estoril,2.7889447236180906,106,2613,2.7889447
3535,Amine Harit,Nantes,3.2314814814814814,20,1463,3.2314816
5775,Aïssa Mandi,Villarreal,2.5444015444015444,15,2350,2.5444016
1788,Dele Alli,Tottenham,2.572463768115942,31,774,2.5724638
4960,Joan Jordán,Espanyol,3.123931623931624,2,2048,3.1239316
2885,Martín Cáceres,Fiorentina,2.4196078431372547,53,532,2.4196079
528,Jan Morávek,Augsburg,2.5287958115183247,91,219,2.5287957
4236,Catena,Rayo Vallecano,2.2844444444444445,17,1749,2.2844443
192,Sead Kolašinac,Marseille,1.1975806451612903,58,85,1.1975807
