,Player,Squad,Rating,user,player,rating
4967,Érik Lamela,Sevilla,3.14453125,85,2050,3.1445312
816,Luis Binks,Bologna,2.3185840707964602,66,342,2.318584
1572,Timothy Chandler,Eint Frankfurt,2.25,13,676,2.25
4742,Andrei Motoc,Salernitana,2.0927152317880795,82,1981,2.0927153
1800,Fabian Delph,Aston Villa,2.0871794871794873,57,780,2.0871794
2280,Antonín Barák,Udinese,3.109704641350211,40,958,3.1097047
2429,Tom Bischof,Hoffenheim,1.3644444444444443,12,1015,1.3644445
5417,Lebo Mothiba,Troyes,1.0993788819875776,35,2129,1.0993788
4576,Ebrima Darboe,Roma,2.3529411764705883,60,1908,2.3529413
6348,Rui Fonte,Lille,2.3980891719745223,32,2551,2.3980892
4195,Lionel Messi,Barcelona,3.9049295774647885,70,1733,3.9049296
5907,Josip Brekalo,Torino,2.894230769230769,83,2168,2.8942308
4546,Baptiste Santamaria,Freiburg,1.6868131868131868,92,834,1.6868132
1830,Ben Godfrey,Everton,2.4539877300613497,73,784,2.4539878
601,Nicolás González,Valencia,2.915,9,245,2.915
6763,Filipe Ferreira,Tondela,2.4,104,2744,2.4
4932,Carmona,Sevilla,1.98828125,85,2041,1.9882812
6495,Luiz Phellype,Sporting CP,1.6892307692307693,63,2623,1.6892308
554,Pierre-Emerick Aubameyang,Monaco,1.8945454545454545,42,79,1.8945454
1159,Chris Wood,Leicester City,1.7083333333333333,107,497,1.7083334
1213,Salvi,Rayo Vallecano,2.2311111111111113,17,525,2.231111
880,Loris Benito,Benfica,1.956810631229236,65,373,1.9568106
1325,Joseph Aidoo,Celta Vigo,2.511520737327189,10,557,2.5115206
4196,Lionel Messi,Paris S-G,3.898245614035088,72,1733,3.8982456
997,Ivan Toney,Newcastle Utd,2.512690355329949,14,428,2.5126903
700,Héctor Bellerín,Barcelona,2.573943661971831,70,287,2.5739436
2700,Luiz Felipe,Salernitana,2.6357615894039736,82,1110,2.6357615
4905,Maxime Lopez,Marseille,3.278225806451613,58,2027,3.278226
1847,Moise Kean,Everton,1.1840490797546013,73,790,1.1840491
5026,Lyanco,Bologna,2.3584070796460175,66,2073,2.358407
2796,Jonny Evans,Leicester City,3.120833333333333,107,1153,3.1208334
1455,Pierre-Yves Hamel,Lorient,1.9637305699481866,36,612,1.9637306
6552,Gustavo Assuncao,Atlético Madrid,2.7896995708154506,21,2646,2.7896996
6738,Lamine Diaby,Paços,2.75,108,2730,2.75
3770,Valère Germain,Montpellier,2.1328125,43,1563,2.1328125
866,Takehiro Tomiyasu,Arsenal,2.0617283950617282,56,100,2.0617285
5235,Rolando Mandragora,Udinese,2.831223628691983,40,2175,2.8312237
1644,Javier Pastore,Elche,2.545,99,712,2.545
2140,Sandro Ramírez,Getafe,2.525139664804469,8,896,2.5251396
4629,Jordan Veretout,Aston Villa,3.2051282051282053,57,1924,3.2051282
3520,Darío Benedetto,Elche,2.17,99,694,2.17
6761,Javi García,Boavista,2.281081081081081,102,2743,2.2810812
5527,Marcus Ingvartsen,Union Berlin,2.7777777777777777,100,1364,2.7777777
1490,Nathaniel Clyne,Crystal Palace,2.2436974789915967,98,630,2.2436974
4378,Marcelo,Real Madrid,2.65625,11,390,2.65625
4058,Jean-Clair Todibo,Nice,2.826923076923077,29,1663,2.8269231
729,Juanmi,Southampton,2.6842105263157894,33,300,2.6842105
4539,Jonas Martin,Rennes,3.023026315789474,39,1893,3.0230262
779,Silvère Ganvoula M'Boussy,Bochum,2.0952380952380953,54,322,2.0952382
2620,Cristiano Ronaldo,Real Madrid,2.296875,11,1075,2.296875
1936,Lorenzo Venuti,Fiorentina,2.623529411764706,53,820,2.6235294
5902,Sebastiaan Bornauw,Wolfsburg,2.0493273542600896,55,2405,2.0493274
3333,Clément Grenier,Lyon,2.5460122699386503,59,1389,2.5460122
1110,Danny Welbeck,Brighton,2.191780821917808,67,477,2.1917808
3655,Alessandro Florenzi,Roma,3.176470588235294,60,1514,3.1764705
5561,Bryan,Valencia,2.755,9,2188,2.755
6117,Pablo Sarabia,Paris S-G,3.0,72,1740,3.0
2998,Hatem Ben Arfa,Marseille,2.9838709677419355,58,1245,2.983871
2394,Marc-Oliver Kempf,Hertha BSC,2.6700507614213196,89,993,2.6700509
1185,Oussama Idrissi,Sevilla,2.5078125,85,515,2.5078125
2007,Felipe Caicedo,Sporting CP,2.227692307692308,63,849,2.2276924
193,Sead Kolašinac,Marseille,2.2419354838709675,58,85,2.2419355
1515,James Tomkins,Crystal Palace,2.533613445378151,98,645,2.5336134
5472,Roberto Pereyra,Udinese,3.1434599156118144,40,2249,3.1434598
578,Ousmane Dembélé,Dortmund,3.1950354609929077,48,236,3.1950355
2123,Borja Mayoral,Levante,1.5194174757281553,7,892,1.5194175
1429,Timo Werner,Stuttgart,2.4342105263157894,49,600,2.4342105
771,Takuma Asano,Bochum,2.5238095238095237,54,315,2.5238094
2587,Dejan Kulusevski,Juventus,2.8016194331983804,79,1064,2.8016195
2395,Lukas Klünter,Köln,2.2356902356902357,93,994,2.23569
6782,Chidozie Awaziem,Boavista,2.2972972972972974,102,2751,2.2972972
1846,Moise Kean,Hellas Verona,2.337962962962963,80,790,2.3379629
131,Ismaël Traoré,Metz,2.3177083333333335,45,55,2.3177083
178,Folarin Balogun,Reims,1.6255707762557077,34,80,1.6255708
3740,Djibril Sidibé,Everton,2.7791411042944785,73,1550,2.7791412
6112,Pablo Sarabia,Getafe,2.463687150837989,8,1740,2.4636872
1811,Lucas Digne,Everton,2.8404907975460123,73,109,2.8404908
4382,Ferland Mendy,Lyon,3.168711656441718,59,1813,3.1687117
2580,Moise Kean,Everton,1.1840490797546013,73,790,1.1840491
4417,Mikel Merino,Dortmund,3.0638297872340425,48,1835,3.06383
4537,Jonas Martin,Betis,3.0130434782608697,96,1893,3.0130434
2652,Luca Kilian,Mainz 05,1.0857142857142856,41,1090,1.0857143
4466,Anastasios Donis,Reims,2.0593607305936072,34,1861,2.0593607
2073,Stefano Sabelli,Genoa,2.2839506172839505,51,871,2.2839506
658,Robert Lewandowski,Dortmund,2.648936170212766,48,268,2.6489363
1896,Filippo Distefano,Fiorentina,1.2078431372549019,53,808,1.2078432
5610,Jason,Getafe,3.17877094972067,8,7,3.178771
2606,Luca Pellegrini,Roma,2.6627450980392156,60,1072,2.662745
2221,Carlos Neva,Granada,2.1375,18,923,2.1375
3659,Matteo Gabbia,Milan,2.2641509433962264,95,1515,2.2641509
6474,Mikel Villanueva,Cádiz,2.2847682119205297,26,2611,2.284768
2379,Javairô Dilrosun,Bordeaux,2.738396624472574,94,375,2.7383966
1447,Lucas Da Cunha,Nice,2.707692307692308,29,608,2.7076924
5608,Jason,Levante,2.796116504854369,7,7,2.7961166
342,Robin Gosens,Atalanta,2.8622047244094486,50,136,2.8622048
3372,Antonio Sánchez,Mallorca,2.473404255319149,5,1403,2.4734042
4919,Luigi Samele,Sassuolo,2.203252032520325,78,2036,2.203252
6031,Francisco Trincão,Wolves,2.724381625441696,74,2445,2.7243817
2527,Stefano Sensi,Sassuolo,3.2642276422764227,78,1047,3.2642276
727,Willian José,Real Madrid,2.703125,11,299,2.703125
6209,Gilberto,Benfica,3.3421926910299002,65,2500,3.3421926
976,Saman Ghoddos,Brentford,3.101063829787234,76,414,3.1010637
3979,Jordan Amavi,Aston Villa,2.641025641025641,57,1453,2.6410255
6462,Daniel Bandeira,Vitória,2.262443438914027,105,2603,2.2624435
1928,Riccardo Saponara,Sampdoria,2.5139664804469275,84,817,2.5139666
3516,Salim Ben Seghir,Nice,1.0769230769230769,29,1456,1.0769231
6583,Loreintz Rosier,Estoril,2.4020100502512562,106,2664,2.40201
6794,Willyan,Portimonense,2.8092485549132946,112,2761,2.8092484
6677,Ricardinho,Marítimo,1.980295566502463,103,2607,1.9802955
3755,Nicolas Cozza,Montpellier,2.87109375,43,1557,2.8710938
6572,Joãozinho,Braga,2.776190476190476,22,2661,2.7761905
1299,Christian Oliva,Valencia,2.2,9,548,2.2
4766,Simone Verdi,Empoli,3.028985507246377,101,1992,3.0289855
6284,Abel Ruiz,Braga,2.1095238095238096,22,2532,2.1095238
660,Robert Lewandowski,Barcelona,2.8556338028169015,70,268,2.8556337
1790,Dele Alli,Everton,2.625766871165644,73,774,2.6257668
1492,Nathaniel Clyne,Liverpool,2.1275964391691393,69,630,2.1275964
5244,Pietro Pellegri,Torino,1.9375,83,1524,1.9375
493,Kieran Trippier,Newcastle Utd,3.4111675126903553,14,201,3.4111676
3647,Andrea Conti,Atalanta,1.4960629921259843,50,1512,1.496063
5369,Karim Azamoum,Elche,1.94,99,2206,1.94
4813,Albin Ekdal,Spezia,2.654028436018957,86,2003,2.6540284
4088,Christos Tzolis,Norwich City,2.119565217391304,68,1684,2.1195652
6355,Eduardo Ribeiro,Braga,1.0952380952380953,22,2554,1.0952381
6300,Raul Silva,Braga,2.642857142857143,22,2537,2.642857
6409,Rúben Lameiras,Vitória,2.6561085972850678,105,2585,2.6561086
1085,Tariq Lamptey,Chelsea,2.6186186186186187,19,466,2.6186187
6455,Herculano Nabian,Vitória,1.7149321266968325,105,2599,1.7149321
6650,Gilson Tavares,Estoril,1.8944723618090453,106,2683,1.8944724
694,Marc Bartra,Barcelona,2.316901408450704,70,286,2.3169014
1278,Alberto Grassi,Empoli,2.5169082125603865,101,542,2.5169082
3198,Tanguy Ndombele,Tottenham,3.3369565217391304,31,1329,3.3369565
4830,Giangiacomo Magnani,Sampdoria,2.4022346368715084,84,972,2.4022346
1621,Fidel,Elche,3.02,99,699,3.02
3862,Juan Jesus,Inter,2.5700934579439254,64,1609,2.5700934
3708,Myron Boadu,Monaco,2.021818181818182,42,1534,2.0218182
2561,Federico Chiesa,Juventus,3.0728744939271255,79,1058,3.0728745
6022,Fábio Silva,Wolves,2.03886925795053,74,2444,2.0388691
4635,Cristian Volpato,Roma,3.164705882352941,60,1926,3.164706
67,Manu Vallejo,Cádiz,2.119205298013245,26,29,2.1192052
1731,Landry Dimata,Wolfsburg,2.10762331838565,55,747,2.1076233
3961,Kieran Trippier,Burnley,2.6566265060240966,6,201,2.6566265
2269,Hans Nunoo Sarpei,Greuther Fürth,2.526627218934911,110,951,2.5266273
4819,Manolo Gabbiadini,Sampdoria,2.0670391061452515,84,2005,2.067039
5987,Leander Dendoncker,Wolves,2.6007067137809186,74,2431,2.6007068
5395,Suk Hyun-jun,Troyes,2.4037267080745344,35,2216,2.4037268
820,Lorenzo De Silvestri,Lazio,2.4840989399293285,3,344,2.484099
1226,Keita Baldé,Inter,2.012461059190031,64,529,2.012461
1677,Liberato Cacace,Empoli,2.3719806763285023,101,723,2.3719807
5722,Raúl Albiol,Valencia,2.09,9,2334,2.09
2867,Facundo Medina,Lens,3.0391304347826087,37,1188,3.0391304
3447,Diogo Dalot,Milan,2.860377358490566,95,1432,2.8603773
4994,Óscar Rodríguez Arnaiz,Sevilla,3.078125,85,897,3.078125
2367,Matheus Cunha,RB Leipzig,2.229090909090909,62,182,2.229091
3994,Bilal Brahimi,Angers,2.2819148936170213,27,36,2.281915
4560,Hamari Traoré,Rennes,3.3092105263157894,39,1901,3.3092105
2512,Andrea Ranocchia,Inter,2.64797507788162,64,1045,2.647975
5312,Matt Doherty,Wolves,3.1837455830388692,74,2191,3.1837456
2723,Pedro,Roma,3.019607843137255,60,1119,3.0196078
6100,Fernando,Porto,1.776271186440678,24,2044,1.7762712
5829,Imran Louza,Nantes,2.9074074074074074,20,2371,2.9074075
6703,Maracás,Paços,2.3214285714285716,108,2712,2.3214285
1143,Dale Stephens,Brighton,2.3378995433789953,67,492,2.3378994
397,Davide Zappacosta,Genoa,2.845679012345679,51,155,2.845679
6305,Mario González,Clermont Foot,2.271356783919598,38,2539,2.2713568
3984,Jordan Amavi,Getafe,2.446927374301676,8,1453,2.4469273
786,Jürgen Locadia,Brighton,1.4885844748858448,67,327,1.4885845
6307,Mario González,Braga,2.395238095238095,22,2539,2.3952382
4574,Bryan Cristante,Atalanta,2.9803149606299213,50,1907,2.980315
1398,Romelu Lukaku,Everton,2.3435582822085887,73,593,2.3435583
1659,Enzo Roco,Elche,2.265,99,716,2.265
4224,Xavi Simons,Paris S-G,2.1087719298245613,72,1741,2.108772
4970,Anthony Martial,Lyon,2.144171779141104,59,1441,2.1441717
3134,Houboulang Mendes,Lorient,2.476683937823834,36,1304,2.4766839
3789,Stephy Mavididi,Montpellier,2.53515625,43,1569,2.5351562
3398,Phil Foden,Manchester City,3.2958199356913185,4,1416,3.29582
2220,Ángel Montoro,Valencia,2.76,9,922,2.76
979,Vitaly Janelt,Bochum,2.7037037037037037,54,417,2.7037036
2331,Giovanni Simeone,Genoa,1.271604938271605,51,553,1.2716049
3784,Gaëtan Laborde,Nice,2.473076923076923,29,1566,2.4730768
1298,Christian Oliva,Cagliari,2.492146596858639,81,548,2.4921465
4595,Borja Mayoral,Wolfsburg,2.5291479820627805,55,892,2.5291479
4510,Eduardo Camavinga,Real Madrid,2.45625,11,1800,2.45625
5123,Frederic Guilbert,Strasbourg,3.0267857142857144,30,2123,3.0267856
3693,Alessio Romagnoli,Sampdoria,2.9329608938547485,84,1525,2.932961
82,Sofiane Boufal,Angers,3.4468085106382977,27,35,3.4468086
4525,Gaëtan Laborde,Clermont Foot,2.180904522613065,38,1566,2.1809046
4323,Marcel Sabitzer,RB Leipzig,2.792727272727273,62,276,2.7927272
5355,Joe Rodon,Tottenham,1.6666666666666667,31,2198,1.6666666
4591,Gianluca Mancini,Roma,2.4980392156862745,60,1914,2.4980392
5391,Jimmy Giraudon,Saint-Étienne,2.1142857142857143,44,2214,2.1142857
6097,Rúben Semedo,Villarreal,1.359073359073359,15,2468,1.3590734
2903,Óscar Duarte,Espanyol,2.1623931623931623,2,1199,2.162393
423,Mikel Vesga,Athletic Club,2.5343915343915344,87,174,2.5343916
5927,Max Kruse,Union Berlin,2.9166666666666665,100,2270,2.9166667
1904,Nicolás González,Fiorentina,3.0784313725490198,53,245,3.0784314
6206,Gonçalo Ramos,Benfica,2.823920265780731,65,2499,2.8239202
1530,Thomas Delaney,Dortmund,2.5638297872340425,48,653,2.56383
5294,Dele Alli,Tottenham,2.6231884057971016,31,774,2.6231885
1565,Dan-Axel Zagadou,Dortmund,2.652482269503546,48,672,2.6524823
5059,Ebrima Colley,Atalanta,2.622047244094488,50,2091,2.6220472
3618,Vincent Pajot,Angers,2.617021276595745,27,1501,2.6170213
2749,Junior Firpo,Leeds United,3.0,61,1129,3.0
839,Kingsley Michael,Bologna,2.4469026548672566,66,353,2.4469028
500,Daniel Wass,Valencia,1.53,9,203,1.53
5922,Josuha Guilavogui,Bordeaux,2.6160337552742616,94,378,2.6160338
141,Lennart-Marten Czyborra,Genoa,1.6728395061728396,51,61,1.6728395
5655,Daniel Wass,Valencia,2.51,9,203,2.51
2605,Martin Palumbo,Juventus,1.5587044534412955,79,1071,1.5587045
5636,Jesús Santiago,Valencia,1.915,9,2299,1.915
1377,Trevoh Chalobah,Lorient,2.989637305699482,36,583,2.9896374
3674,Simon Kjær,Wolfsburg,2.4394618834080717,55,1520,2.439462
5321,Son Heung-min,Tottenham,2.9166666666666665,31,2192,2.9166667
6712,Stephen Eustáquio,Paços,2.923469387755102,108,2463,2.9234693
2266,Håvard Nielsen,Freiburg,2.0549450549450547,92,950,2.054945
3322,Rodrigo Battaglia,Braga,2.323809523809524,22,1384,2.3238096
5340,Giovani Lo Celso,Tottenham,3.0942028985507246,31,2195,3.094203
3808,Dennis Appiah,Monaco,2.370909090909091,42,1579,2.370909
1138,Ben Mee,Brentford,2.2127659574468086,76,488,2.212766
2257,Gian-Luca Itter,Wolfsburg,2.4484304932735426,55,945,2.4484305
5972,Willy Boly,Porto,2.1559322033898307,24,2425,2.1559322
844,Nicola Sansone,Sassuolo,2.83739837398374,78,357,2.8373983
1787,Dele Alli,Tottenham,2.6231884057971016,31,774,2.6231885
5498,Iyenoma Udogie,Udinese,2.978902953586498,40,2258,2.978903
550,Dani Alves,Paris S-G,3.5157894736842104,72,231,3.5157895
5425,Renaud Ripart,Troyes,2.5838509316770186,35,2227,2.5838509
459,Geoffrey Kondogbia,Inter,2.735202492211838,64,190,2.7352026
2019,Riccardo Calafiori,Genoa,2.1481481481481484,51,850,2.148148
6311,Lucas Mineiro,Braga,2.6952380952380954,22,2541,2.695238
6255,Martim Carvalho,Benfica,2.6345514950166113,65,2519,2.6345515
948,Remi Oudin,Reims,2.872146118721461,34,397,2.8721461
3700,Fikayo Tomori,Milan,2.4641509433962265,95,1528,2.464151
1336,Carlos Dominguez,Celta Vigo,2.3364055299539173,10,564,2.3364055
4098,Barbero,Osasuna,2.181318681318681,88,1690,2.1813188
532,Reece Oxford,West Ham,2.543956043956044,52,221,2.543956
3262,Marcus Thuram,M'Gladbach,2.2490706319702602,111,1354,2.2490706
4536,Jonas Martin,Montpellier,2.8984375,43,1893,2.8984375
1829,Ben Godfrey,Norwich City,2.597826086956522,68,784,2.597826
4698,Nelson Sissoko,Clermont Foot,1.7085427135678393,38,1959,1.7085427
6040,Mehdi Taremi,Porto,3.0338983050847457,24,2447,3.0338984
5946,Maximilian Philipp,Dortmund,2.6879432624113475,48,2416,2.6879432
4253,Nikola Maraš,Rayo Vallecano,1.72,17,1758,1.72
1602,Sebastian Rode,Dortmund,2.7375886524822697,48,689,2.7375886
2238,Simon Asta,Greuther Fürth,2.301775147928994,110,934,2.3017752
639,Kingsley Coman,Juventus,3.020242914979757,79,260,3.020243
6611,Lucas Áfrico,Marítimo,2.3596059113300494,103,2672,2.359606
3830,Wylan Cyprien,Nantes,3.2175925925925926,20,1588,3.2175925
967,Sergi Canós,Norwich City,2.7717391304347827,68,409,2.7717392
5782,Daniel Parejo,Real Madrid,3.646875,11,2353,3.646875
123,Sada Thioub,Nice,2.6153846153846154,29,53,2.6153846
1683,Patrick Cutrone,Empoli,1.961352657004831,101,725,1.9613527
2248,Julian Green,Stuttgart,2.3026315789473686,49,940,2.3026316
4717,Leonardo Capezzi,Empoli,1.8647342995169083,101,1967,1.8647343
6116,Pablo Sarabia,Paris S-G,2.912280701754386,72,1740,2.9122808
1070,Marc Cucurella,Getafe,2.977653631284916,8,460,2.9776537
155,Joakim Nilsson,Arminia,2.4054054054054053,46,70,2.4054055
2295,Diego Coppola,Hellas Verona,1.8518518518518519,80,964,1.8518518
4348,Eduardo Camavinga,Rennes,3.3585526315789473,39,1800,3.3585527
4643,Abdoulaye Bakayoko,Saint-Étienne,2.525714285714286,44,1931,2.5257144
1089,Jürgen Locadia,Hoffenheim,1.3911111111111112,12,327,1.3911111
4486,Philippe Koffi,Paços,2.0255102040816326,108,1873,2.0255103
2319,Giangiacomo Magnani,Hellas Verona,1.9768518518518519,80,972,1.9768518
2940,José Luis García Vayá,Vitória,2.769230769230769,105,1218,2.7692308
5787,Alfonso Pedraza,Leeds United,2.8536585365853657,61,2354,2.8536584
288,Ezri Konsa,Brentford,2.0319148936170213,76,114,2.031915
930,Marcelo,Lyon,1.1134969325153374,59,390,1.1134969
5171,Marc-Oliver Kempf,Hertha BSC,2.228426395939086,89,993,2.2284265
4694,Gabriel Silva,Udinese,1.6962025316455696,40,1958,1.6962025
2909,Dani Gómez,Levante,2.3932038834951457,7,1203,2.393204
4391,Jesús Vallejo,Wolves,2.385159010600707,74,1818,2.385159
5316,Emerson,Barcelona,2.8098591549295775,70,240,2.809859
2884,Martín Cáceres,Lazio,2.0318021201413425,3,532,2.0318022
4256,Martín Merquelanz,Real Sociedad,2.5172413793103448,28,1760,2.5172415
3733,Eliot Matazo,Monaco,2.3454545454545452,42,1547,2.3454545
6277,Iuri Medeiros,Genoa,3.2222222222222223,51,2528,3.2222223
3247,Jonas Hofmann,Dortmund,3.4113475177304964,48,1344,3.4113476
6213,Valentino Lazaro,Inter,3.05607476635514,64,2502,3.0560749
3000,Hatem Ben Arfa,Nice,2.9384615384615387,29,1245,2.9384615
5075,Rey Manaj,Barcelona,2.545774647887324,70,2099,2.5457747
1337,José Fontán,Celta Vigo,2.857142857142857,10,565,2.857143
6750,Sebastián Pérez Cardona,Boavista,2.7783783783783784,102,2737,2.7783785
942,M'Baye Niang,Bordeaux,2.0,94,394,2.0
2354,Ishak Belfodil,Inter,2.3489096573208723,64,982,2.3489096
5439,Banhie Zoukrou,Troyes,2.0372670807453415,35,2236,2.037267
5908,Josip Brekalo,Torino,2.5673076923076925,83,2168,2.5673077
6376,Bilel Aouacheria,Gil Vicente FC,2.0948616600790513,114,2566,2.0948617
1698,Leonardo Mancuso,Empoli,1.7632850241545894,101,733,1.763285
6437,Ricardo Quaresma,Barcelona,2.8098591549295775,70,2592,2.809859
4730,Cedric Gondo,Salernitana,2.0794701986754967,82,1974,2.0794702
6808,Ewerton,Portimonense,2.5953757225433525,112,2769,2.5953758
4618,Stephan El Shaarawy,Milan,2.981132075471698,95,1920,2.981132
3831,Lohann Doucet,Nantes,2.263888888888889,20,1589,2.2638888
4828,Giangiacomo Magnani,Hellas Verona,2.0416666666666665,80,972,2.0416667
6233,Pizzi,Atlético Madrid,3.2532188841201717,21,2511,3.253219
985,Mathias Jensen,Brentford,3.1861702127659575,76,419,3.18617
1821,Jean-Philippe Gbamin,Mainz 05,1.7476190476190476,41,783,1.747619
4343,Gareth Bale,Real Madrid,1.909375,11,1797,1.909375
587,Emerson,Betis,2.391304347826087,96,240,2.3913043
6531,Diogo Figueiras,Braga,2.8666666666666667,22,2638,2.8666666
981,Pontus Jansson,Torino,2.3028846153846154,83,418,2.3028846
4641,Adil Aouchiche,Saint-Étienne,3.005714285714286,44,1930,3.0057142
3799,Mamadou Sakho,Crystal Palace,2.504201680672269,98,1573,2.5042017
4738,Pasquale Mazzocchi,Venezia,2.739884393063584,97,1979,2.7398844
6228,Gil Bastião Dias,Fiorentina,3.2745098039215685,53,2510,3.27451
6804,Aylton Boa Morte,Estoril,2.527638190954774,106,2766,2.5276382
4908,Gian Marco Ferrari,Sampdoria,2.776536312849162,84,2029,2.7765362
4331,Mohamed Simakan,Strasbourg,2.6919642857142856,30,1792,2.6919644
1473,Jérôme Phojo,Monaco,1.538181818181818,42,621,1.5381818
5195,Pascal Stenzel,Freiburg,2.868131868131868,92,2161,2.8681319
5831,Adam Masina,Bologna,2.668141592920354,66,2372,2.6681416
5735,Étienne Capoue,Tottenham,2.88768115942029,31,2337,2.8876812
2258,Gian-Luca Itter,Freiburg,2.631868131868132,92,945,2.6318681
5432,Philippe Sandler,Manchester City,1.5080385852090032,4,2232,1.5080386
1457,Pierre-Yves Hamel,Clermont Foot,1.9246231155778895,38,612,1.9246231
3557,Valentin Rongier,Marseille,3.2943548387096775,58,1469,3.294355
1395,Ruben Loftus-Cheek,Chelsea,3.2822822822822824,19,592,3.2822824
264,Lucas Digne,Paris S-G,2.887719298245614,72,109,2.8877194
3548,Arkadiusz Milik,Leverkusen,2.2557251908396947,47,1467,2.2557251
3547,Pol Lirola,Elche,2.78,99,1466,2.78
2748,Junior Firpo,Barcelona,2.76056338028169,70,1129,2.7605634
4262,Yacine Qasmi,Elche,1.14,99,1764,1.14
2692,Jovane Cabral,Lazio,2.0070671378091873,3,1108,2.0070672
6245,Tomás Araújo,Benfica,2.355481727574751,65,2514,2.3554816
4907,Francesco Magnanelli,Sassuolo,2.6666666666666665,78,2028,2.6666667
4152,Abdou Diallo,Monaco,3.207272727272727,42,1719,3.2072728
929,Marcelo,Lyon,2.773006134969325,59,390,2.7730062
5884,Mark Noble,West Ham,2.8626373626373627,52,2396,2.8626373
3864,Juan Jesus,Napoli,2.6188925081433223,77,1609,2.6188924
5680,Tyronne Ebuehi,Venezia,2.4104046242774566,97,2311,2.4104047
2400,Myziane Maolida,Lyon,1.549079754601227,59,996,1.5490798
2178,Adrián Butzke,Granada,1.98125,18,910,1.98125
4943,Fernando,Porto,1.776271186440678,24,2044,1.7762712
3908,Andre-Frank Zambo Anguissa,Reims,2.91324200913242,34,1623,2.913242
3866,Kalidou Koulibaly,Napoli,2.990228013029316,77,1610,2.990228
3711,Sofiane Diop,Nice,3.230769230769231,29,1536,3.2307692
246,Calum Chambers,Aston Villa,2.2205128205128206,57,81,2.2205129
1594,Christopher Lenz,Eint Frankfurt,3.215909090909091,13,684,3.215909
1758,Loren Morón,Betis,1.882608695652174,96,305,1.8826087
6658,Rafik Guitane,Rennes,2.776315789473684,39,2688,2.7763157
4617,Stephan El Shaarawy,Genoa,2.623456790123457,51,1920,2.6234567
923,Ricardo Mangas,Boavista,2.4702702702702704,102,388,2.4702702
4464,Anastasios Donis,Nice,1.9576923076923076,29,1861,1.9576923
5054,Janis Antiste,Spezia,2.056872037914692,86,2087,2.0568721
268,Lucas Digne,Barcelona,2.9014084507042255,70,109,2.9014084
669,Chris Richards,Bayern Munich,1.2765957446808511,71,273,1.2765957
3604,Pape Matar Sarr,Tottenham,2.9239130434782608,31,1492,2.923913
5470,Stefano Okaka,Udinese,2.3248945147679323,40,2247,2.3248944
1910,Jonathan Ikone,Montpellier,2.58984375,43,811,2.5898438
5447,Sebastien De Maio,Fiorentina,1.8196078431372549,53,2240,1.8196079
4760,Alessandro Russo,Salernitana,1.576158940397351,82,1990,1.5761589
1152,Wout Weghorst,Burnley,2.5180722891566263,6,495,2.5180724
6282,Moura,Famalicão,2.587912087912088,1,2531,2.587912
3958,Matt Targett,Newcastle Utd,2.8680203045685277,14,123,2.8680203
5621,Ilaix Moriba,Barcelona,2.359154929577465,70,1783,2.359155
6587,Francisco Geraldes,Sporting CP,2.6923076923076925,63,2667,2.6923077
5227,Koffi Djidji,Torino,2.3221153846153846,83,2171,2.3221154
2696,Gonzalo Escalante,Lazio,2.625441696113074,3,3,2.6254418
2591,Matthijs de Ligt,Bayern Munich,2.729483282674772,71,1065,2.7294834
5788,Alfonso Pedraza,Alavés,2.7847222222222223,0,2354,2.7847223
1781,Tonny Vilhena,Espanyol,2.4316239316239314,2,771,2.431624
2413,Davie Selke,RB Leipzig,1.9672727272727273,62,1002,1.9672728
3013,Angel Gomes,Boavista,2.443243243243243,102,1251,2.4432433
5978,Chiquinho,Estoril,2.5326633165829144,106,2428,2.5326633
2307,Davide Faraoni,Hellas Verona,2.7731481481481484,80,967,2.773148
4047,Pablo Rosario,Nice,2.7653846153846153,29,1659,2.7653847
3690,Pietro Pellegri,Torino,1.9375,83,1524,1.9375
687,Corentin Tolisso,Lyon,3.441717791411043,59,281,3.4417179
1915,Aleksandr Kokorin,Fiorentina,1.7333333333333334,53,812,1.7333333
6436,Ricardo Quaresma,Sporting CP,2.809230769230769,63,2592,2.8092308
612,Clément Lenglet,Sevilla,3.07421875,85,249,3.0742188
4884,Francesco Caputo,Salernitana,2.1390728476821192,82,1999,2.139073
3071,Diogo Jota,Paços,2.566326530612245,108,1273,2.5663266
4700,Saidou Sow,Saint-Étienne,3.005714285714286,44,1960,3.0057142
3200,Tanguy Ndombele,Napoli,3.254071661237785,77,1329,3.2540717
2267,Håvard Nielsen,Greuther Fürth,2.230769230769231,110,950,2.2307692
6564,André Ricardo,Famalicão,2.291208791208791,1,2654,2.2912087
2533,Milan Škriniar,Inter,2.9190031152647977,64,1048,2.919003
39,Matt Miazga,Chelsea,1.7267267267267268,19,15,1.7267268
1898,Alfred Duncan,Sampdoria,2.7430167597765363,84,809,2.7430167
1649,Lucas Pérez,Arsenal,2.506172839506173,56,524,2.506173
4317,Dani Olmo,RB Leipzig,3.269090909090909,62,1787,3.269091
258,Philippe Coutinho,Bayern Munich,3.2948328267477205,71,107,3.294833
2924,Sergio Postigo,Levante,1.9951456310679612,7,1211,1.9951457
2434,Moanes Dabbur,Sevilla,2.8203125,85,1018,2.8203125
847,Federico Santander,Bologna,2.517699115044248,66,358,2.517699
2822,Youri Tielemans,Leicester City,3.504166666666667,107,1166,3.5041666
