Player,Nation,UrlFBref,TmPos,clubes
Nikola Maksimović,rs,https://fbref.com/en/players/16b9d5cf/Nikola-Maksimovic,Centre-Back,"['Sloboda PS' 'Sloboda Užice' 'Red Star' 'Torino' 'Napoli'
 'Spartak Moscow' 'Genoa']"
Kévin Malcuit,ma,https://fbref.com/en/players/d6a889ea/Kevin-Malcuit,Right-Back,['Monaco' 'Niort' 'Saint-Étienne' 'Lille' 'Napoli' 'Fiorentina']
Daniel Maldini,it,https://fbref.com/en/players/801831fe/Daniel-Maldini,Attacking Midfield,['Milan']
Youssef Maleh,it,https://fbref.com/en/players/4c8845f7/Youssef-Maleh,Central Midfield,['Cesena' 'Venezia' 'Fiorentina']
Donyell Malen,nl,https://fbref.com/en/players/864163f3/Donyell-Malen,Centre-Forward,['Arsenal' 'Dortmund' 'Jong PSV' 'PSV Eindhoven']
Ruslan Malinovskyi,ua,https://fbref.com/en/players/48d5bd33/Ruslan-Malinovskyi,Attacking Midfield,['Atalanta' 'Genk' 'Zorya Luhansk']
Hugo Mallo,es,https://fbref.com/en/players/cb574619/Hugo-Mallo,Right-Back,['Celta Vigo']
Lennard Maloney,us,https://fbref.com/en/players/75402e99/Lennard-Maloney,Centre-Back,['Union U19' 'Union Berlin' 'Chemnitzer FC' 'Dortmund II' 'Dortmund']
Mickael Malsa,mq,https://fbref.com/en/players/bbc19252/Mickael-Malsa,Defensive Midfield,"['Sochaux' 'Antwerp' 'Platanias' 'Fortuna Sittard' 'Albacete'
 'CD Mirandés' 'Levante']"
Rey Manaj,al,https://fbref.com/en/players/7703afb6/Rey-Manaj,Centre-Forward,['Inter' 'Pisa' 'Pescara' 'Granada' 'Albacete' 'Barcelona' 'Spezia']
Hianga Mananga Mbock,fr,https://fbref.com/en/players/0f86995c/Hianga-Mananga-Mbock,Central Midfield,['Brest']
Vincent Manceau,fr,https://fbref.com/en/players/c26a3918/Vincent-Manceau,Right-Back,['Angers']
Gianluca Mancini,it,https://fbref.com/en/players/5aa53281/Gianluca-Mancini,Centre-Back,['Perugia' 'Atalanta' 'Roma']
Leonardo Mancuso,it,https://fbref.com/en/players/311027cb/Leonardo-Mancuso,Centre-Forward,['Cittadella' 'Pescara' 'Empoli' 'Monza']
Reinildo Mandava,mz,https://fbref.com/en/players/c20bdcd7/Reinildo-Mandava,Left-Back,['Atlético Madrid' 'Belenenses' 'Lille']
Reinildo Mandava,mz,https://fbref.com/en/players/c20bdcd7/Reinildo-Mandava,Left-Back,['Atlético Madrid' 'Belenenses' 'Lille']
Aïssa Mandi,dz,https://fbref.com/en/players/fbd6378b/Aissa-Mandi,Centre-Back,['Reims' 'Betis' 'Villarreal']
Rolando Mandragora,it,https://fbref.com/en/players/c7259b83/Rolando-Mandragora,Defensive Midfield,['Genoa' 'Pescara' 'Juventus' 'Crotone' 'Udinese' 'Torino']
Sadio Mané,sn,https://fbref.com/en/players/c691bfe2/Sadio-Mane,Left Winger,['Liverpool' 'Metz' 'RB Salzburg' 'Southampton']
Eliaquim Mangala,fr,https://fbref.com/en/players/f520049f/Eliaquim-Mangala,Centre-Back,"['Everton' 'Manchester City' 'Porto' 'Saint-Étienne' 'Standard Liège'
 'Valencia']"
Orel Mangala,be,https://fbref.com/en/players/a572e291/Orel-Mangala,Defensive Midfield,['Dortmund U19' 'Stuttgart' 'Hamburger SV']
Thomas Mangani,fr,https://fbref.com/en/players/c801616a/Thomas-Mangani,Central Midfield,['Monaco' 'Nancy' 'Chievo' 'Angers']
Ricardo Mangas,pt,https://fbref.com/en/players/eef2d8ce/Ricardo-Mangas,Left-Back,['Aves' 'Boavista' 'Bordeaux']
Kostas Manolas,gr,https://fbref.com/en/players/c707411f/Kostas-Manolas,Centre-Back,['Thrasyvoulos' 'AEK Athens' 'Olympiacos' 'Roma' 'Napoli']
Javier Manquillo,es,https://fbref.com/en/players/758dd7f0/Javier-Manquillo,Right-Back,['Atlético Madrid' 'Liverpool' 'Marseille' 'Sunderland' 'Newcastle Utd']
Myziane Maolida,fr,https://fbref.com/en/players/706a60e1/Myziane-Maolida,Centre-Forward,['Lyon' 'Nice' 'Hertha BSC']
Myziane Maolida,fr,https://fbref.com/en/players/706a60e1/Myziane-Maolida,Centre-Forward,['Lyon' 'Nice' 'Hertha BSC']
Sekou Mara,fr,https://fbref.com/en/players/3544641e/Sekou-Mara,Centre-Forward,['Bordeaux']
Maranhão,br,https://fbref.com/en/players/ae86d473/Maranhao,Centre-Forward,['CD Mirandés' 'Valladolid' 'Valencia']
Nikola Maraš,rs,https://fbref.com/en/players/b9d0446f/Nikola-Maras,Centre-Back,['Rad' 'Chaves' 'Almería' 'Rayo Vallecano']
Fernando Marçal,br,https://fbref.com/en/players/9ae9eaea/Fernando-Marcal,Left-Back,['Nacional' 'Gaziantepspor' 'Guingamp' 'Lyon' 'Wolves']
Marcelo,br,https://fbref.com/en/players/e3d0b0c4/Marcelo,Centre-Back,['Wisła Kraków' 'PSV Eindhoven' 'Hannover 96' 'Beşiktaş' 'Lyon' 'Bordeaux']
Marcelo,br,https://fbref.com/en/players/603116a7/Marcelo,Left-Back,['Real Madrid']
Marcelo,br,https://fbref.com/en/players/e3d0b0c4/Marcelo,Centre-Back,['Wisła Kraków' 'PSV Eindhoven' 'Hannover 96' 'Beşiktaş' 'Lyon' 'Bordeaux']
Marcelo,br,https://fbref.com/en/players/603116a7/Marcelo,Left-Back,['Real Madrid']
Marcelo,br,https://fbref.com/en/players/e3d0b0c4/Marcelo,Centre-Back,['Wisła Kraków' 'PSV Eindhoven' 'Hannover 96' 'Beşiktaş' 'Lyon' 'Bordeaux']
Marcelo,br,https://fbref.com/en/players/603116a7/Marcelo,Left-Back,['Real Madrid']
Solly March,en,https://fbref.com/en/players/bb5fbd2b/Solly-March,Left Midfield,['Brighton']
Riccardo Marchizza,it,https://fbref.com/en/players/91d0fabf/Riccardo-Marchizza,Left-Back,['Roma' 'Avellino' 'Crotone' 'Spezia' 'Empoli']
Gian Marco Ferrari,it,https://fbref.com/en/players/8650af85/Gian-Marco-Ferrari,Centre-Back,['Crotone' 'Sampdoria' 'Sassuolo']
Iván Marcone,ar,https://fbref.com/en/players/b14f755d/Ivan-Marcone,Defensive Midfield,['Arsenal' 'Lanús' 'Cruz Azul' 'Boca Juniors' 'Elche' 'Independiente']
Óscar de Marcos,es,https://fbref.com/en/players/9f323c71/Oscar-de-Marcos,Right-Back,['Alavés' 'Athletic Club']
José Mari,es,https://fbref.com/en/players/6f4c734d/Jose-Mari,Defensive Midfield,['Zaragoza' 'Colorado Rapids' 'Levante' 'Cádiz']
Pablo Marí,es,https://fbref.com/en/players/aa54ec6f/Pablo-Mari,Centre-Back,"['Mallorca' 'Gimnàstic' 'Girona' 'NAC Breda' 'La Coruña' 'Flamengo'
 'Arsenal' 'Udinese']"
Pablo Marí,es,https://fbref.com/en/players/aa54ec6f/Pablo-Mari,Centre-Back,"['Mallorca' 'Gimnàstic' 'Girona' 'NAC Breda' 'La Coruña' 'Flamengo'
 'Arsenal' 'Udinese']"
José María Giménez,uy,https://fbref.com/en/players/f0da930c/Jose-Maria-Gimenez,Centre-Back,['Atlético Madrid']
Mariano,do,https://fbref.com/en/players/5c4dc0ff/Mariano,Centre-Forward,['Real Madrid B' 'Real Madrid' 'Lyon']
Răzvan Marin,ro,https://fbref.com/en/players/7fac99d4/Razvan-Marin,Central Midfield,['Viitorul' 'Standard Liège' 'Ajax' 'Cagliari']
Guillermo Maripán,cl,https://fbref.com/en/players/d9764034/Guillermo-Maripan,Centre-Back,['Univ Católica' 'Alavés' 'Monaco']
Mika Màrmol,es,,,['Barcelona']
Omar Marmoush,eg,https://fbref.com/en/players/0e0102eb/Omar-Marmoush,Centre-Forward,['St. Pauli' 'Stuttgart' 'Wolfsburg' 'Wolfsburg U19']
Omar Marmoush,eg,https://fbref.com/en/players/0e0102eb/Omar-Marmoush,Centre-Forward,['St. Pauli' 'Stuttgart' 'Wolfsburg' 'Wolfsburg U19']
Marquinhos,br,https://fbref.com/en/players/d5f2f82b/Marquinhos,Centre-Back,['Roma' 'Paris S-G']
Roger Martí,es,https://fbref.com/en/players/0ae4e09a/Roger-Marti,Centre-Forward,['Levante' 'Zaragoza' 'Valladolid']
Anthony Martial,fr,https://fbref.com/en/players/8b788c01/Anthony-Martial,Centre-Forward,['Lyon' 'Monaco' 'Manchester Utd' 'Sevilla']
Anthony Martial,fr,https://fbref.com/en/players/8b788c01/Anthony-Martial,Centre-Forward,['Lyon' 'Monaco' 'Manchester Utd' 'Sevilla']
Martín,es,https://fbref.com/en/players/cbec0059/Martin,Central Midfield,['Paços' 'CD Mirandés' 'Cádiz']
Aarón Martín,es,https://fbref.com/en/players/2f3e911a/Aaron-Martin,Left-Back,['Espanyol' 'Mainz 05' 'Celta Vigo']
Ander Martin,es,https://fbref.com/en/players/e1e75690/Ander-Martin,Right Winger,['Real Sociedad B' 'Real Sociedad']
Andrés Martín,es,https://fbref.com/en/players/2ae30661/Andres-Martin,Centre-Forward,['Córdoba' 'Rayo Vallecano' 'Tenerife']
Carlos Martín,es,https://fbref.com/en/players/64035864/Carlos-Martin,Centre-Forward,['Atlético Madrid']
Iván Martín,es,https://fbref.com/en/players/ae48c5cb/Ivan-Martin,Attacking Midfield,['CD Mirandés' 'Alavés' 'Girona']
Jonas Martin,fr,https://fbref.com/en/players/468fdbad/Jonas-Martin,Central Midfield,['Montpellier' 'Amiens' 'Betis' 'Strasbourg' 'Rennes']
Martinelli,br,https://fbref.com/en/players/48a5a5d6/Martinelli,Left Winger,['Arsenal']
Lucas Martínez Quarta,ar,https://fbref.com/en/players/3ec3c1c9/Lucas-Martinez-Quarta,Centre-Back,['River Plate' 'Fiorentina']
Iñigo Martínez,es,https://fbref.com/en/players/3fc45c73/Inigo-Martinez,Centre-Back,['Real Sociedad' 'Athletic Club']
Javi Martínez,es,https://fbref.com/en/players/7f97771d/Javi-Martinez,Defensive Midfield,['Athletic Club' 'Bayern Munich']
Javi Martínez,es,https://fbref.com/en/players/3672b352/Javi-Martinez,Attacking Midfield,['Osasuna']
Lautaro Martínez,ar,https://fbref.com/en/players/f7036e1c/Lautaro-Martinez,Centre-Forward,['Racing Club' 'Inter']
Pablo Martínez,es,https://fbref.com/en/players/ecc77652/Pablo-Martinez,Central Midfield,['Alcorcón' 'Levante' 'CD Mirandés' 'Huesca']
Gelson Martins,pt,https://fbref.com/en/players/3ef0fa48/Gelson-Martins,Right Winger,['Sporting CP' 'Atlético Madrid' 'Monaco']
Adam Marušić,me,https://fbref.com/en/players/d4535821/Adam-Marusic,Right Midfield,['Voždovac' 'Kortrijk' 'Oostende' 'Lazio']
Omar Mascarell,es,https://fbref.com/en/players/11fd2b75/Omar-Mascarell,Defensive Midfield,"['Real Madrid' 'Real Madrid B' 'Derby County' 'Sporting Gijón'
 'Eint Frankfurt' 'Schalke 04' 'Elche']"
Andrea Masiello,it,https://fbref.com/en/players/e0314d87/Andrea-Masiello,Centre-Back,['Juventus' 'Avellino' 'Genoa' 'Bari' 'Atalanta']
Adam Masina,ma,https://fbref.com/en/players/de0f152c/Adam-Masina,Left-Back,['Bologna' 'Watford']
Erhan Mašović,rs,https://fbref.com/en/players/a396fb61/Erhan-Masovic,Centre-Back,['Čukarički' 'Club Brugge' 'Horsens' 'Club NXT' 'Bochum']
Roberto Massimo,de,https://fbref.com/en/players/fc62fdf4/Roberto-Massimo,Right Midfield,['Bielefeld U17' 'Bielefeld U19' 'Arminia' 'Stuttgart']
Arthur Masuaku,cd,https://fbref.com/en/players/57df7a11/Arthur-Masuaku,Left-Back,['Valenciennes' 'Olympiacos' 'West Ham']
Jaime Mata,es,https://fbref.com/en/players/02319ad7/Jaime-Mata,Centre-Forward,['Girona' 'Valladolid' 'Getafe']
Juan Mata,es,https://fbref.com/en/players/29733c72/Juan-Mata,Attacking Midfield,['Real Madrid B' 'Valencia' 'Chelsea' 'Manchester Utd']
Pape Matar Sarr,sn,https://fbref.com/en/players/feb5d972/Pape-Matar-Sarr,Defensive Midfield,['Metz']
Eliot Matazo,be,https://fbref.com/en/players/15944afd/Eliot-Matazo,Central Midfield,['Monaco']
Aleš Matějů,cz,https://fbref.com/en/players/deb748c9/Ales-Mateju,Right-Back,['Příbram' 'Viktoria Plzeň' 'Brighton' 'Brescia' 'Venezia']
Jean-Philippe Mateta,fr,https://fbref.com/en/players/50e6dc35/Jean-Philippe-Mateta,Centre-Forward,['Lyon' 'Le Havre' 'Mainz 05' 'Crystal Palace U23' 'Crystal Palace']
Nemanja Matić,rs,https://fbref.com/en/players/eb7822d7/Nemanja-Matic,Defensive Midfield,['Chelsea' 'Vitesse' 'Benfica' 'Manchester Utd']
Joël Matip,cm,https://fbref.com/en/players/b217ef29/Joel-Matip,Centre-Back,['Schalke 04' 'Liverpool']
Chrislain Matsima,fr,https://fbref.com/en/players/cf1ef7ec/Chrislain-Matsima,Centre-Back,['Monaco']
Azor Matusiwa,nl,https://fbref.com/en/players/a17a94d6/Azor-Matusiwa,Defensive Midfield,['Jong Ajax' 'Ajax' 'De Graafschap' 'Groningen' 'Reims']
Neal Maupay,fr,https://fbref.com/en/players/4bcf39f6/Neal-Maupay,Centre-Forward,['Nice' 'Saint-Étienne' 'Brest' 'Brentford' 'Brighton']
Stephy Mavididi,en,https://fbref.com/en/players/30144daa/Stephy-Mavididi,Left Winger,['Arsenal' 'Charlton Ath' 'Dijon' 'Juventus' 'Montpellier' 'Preston']
Konstantinos Mavropanos,gr,https://fbref.com/en/players/00963611/Konstantinos-Mavropanos,Centre-Back,['PAS Giannina' 'Arsenal' 'Nürnberg' 'Stuttgart']
Eric Maxim Choupo-Moting,cm,https://fbref.com/en/players/0e6bc38c/Eric-Maxim-Choupo-Moting,Centre-Forward,"['Hamburger SV' 'Nürnberg' 'Mainz 05' 'Schalke 04' 'Stoke City'
 'Paris S-G' 'Bayern Munich']"
Borja Mayoral,es,https://fbref.com/en/players/64e8ed6d/Borja-Mayoral,Centre-Forward,['Real Madrid' 'Wolfsburg' 'Levante' 'Roma' 'Getafe']
Borja Mayoral,es,https://fbref.com/en/players/64e8ed6d/Borja-Mayoral,Centre-Forward,['Real Madrid' 'Wolfsburg' 'Levante' 'Roma' 'Getafe']
Derek Mazou-Sacko,fr,https://fbref.com/en/players/810edef9/Derek-Mazou-Sacko,midfield,['Troyes']
Pasquale Mazzocchi,it,https://fbref.com/en/players/eb0ec070/Pasquale-Mazzocchi,Right-Back,['Parma' 'Perugia' 'Venezia' 'Salernitana']
Pasquale Mazzocchi,it,https://fbref.com/en/players/eb0ec070/Pasquale-Mazzocchi,Right-Back,['Parma' 'Perugia' 'Venezia' 'Salernitana']
Kevin Mbabu,ch,https://fbref.com/en/players/493924a7/Kevin-Mbabu,Right-Back,['Servette' 'Newcastle Utd' 'Young Boys' 'Wolfsburg']
Kylian Mbappé,fr,https://fbref.com/en/players/42fd9c7f/Kylian-Mbappe,Centre-Forward,['Monaco' 'Paris S-G']
Ibrahima Mbaye,sn,https://fbref.com/en/players/cfbf9881/Ibrahima-Mbaye,Right-Back,['Livorno' 'Inter' 'Bologna']
Amadou Mbengue,sn,https://fbref.com/en/players/14d2670e/Amadou-Mbengue,midfield,['Metz']
Bryan Mbeumo,fr,https://fbref.com/en/players/6afaebf2/Bryan-Mbeumo,Right Winger,['Brentford' 'Troyes']
Jason Mbock,fr,https://fbref.com/en/players/890bc029/Jason-Mbock,Left Winger,['Angers']
Jordi Mboula,es,https://fbref.com/en/players/4887118d/Jordi-Mboula,Right Winger,['Monaco' 'Huesca' 'Cercle Brugge' 'Mallorca' 'Estoril']
Moustapha Mbow,sn,https://fbref.com/en/players/3f3a2cba/Moustapha-Mbow,Centre-Back,['Reims' 'Nîmes']
Nathanael Mbuku,fr,https://fbref.com/en/players/46750e9c/Nathanael-Mbuku,Left Winger,['Reims']
James McArthur,sc,https://fbref.com/en/players/cee31595/James-McArthur,Central Midfield,['Hamilton' 'Wigan Athletic' 'Crystal Palace']
James Mcatee,en,https://fbref.com/en/players/96593e89/James-Mcatee,Attacking Midfield,['Manchester City']
Kasey McAteer,en,https://fbref.com/en/players/b2c66859/Kasey-McAteer,,['Leicester City' 'FG Rovers']
Liam McCarron,sc,https://fbref.com/en/players/076bb352/Liam-McCarron,Left-Back,['Carlisle United' 'Leeds Utd U23' 'Leeds United']
John McGinn,sc,https://fbref.com/en/players/90f91999/John-McGinn,Central Midfield,['St Mirren' 'Hibernian' 'Aston Villa']
Weston McKennie,us,https://fbref.com/en/players/01c3aff5/Weston-McKennie,Central Midfield,['Juventus' 'Schalke 04' 'Schalke U19']
Stuart McKinstry,sc,https://fbref.com/en/players/1000a059/Stuart-McKinstry,Central Midfield,['Leeds Utd U23' 'Leeds United']
Kenny McLean,sc,https://fbref.com/en/players/471f16b3/Kenny-McLean,Central Midfield,['St Mirren' 'Aberdeen' 'Norwich City']
Dwight McNeil,en,https://fbref.com/en/players/fc15fb84/Dwight-McNeil,Left Winger,['Burnley']
Scott McTominay,sc,https://fbref.com/en/players/d93c2511/Scott-McTominay,Central Midfield,['Manchester Utd']
Gary Medel,cl,https://fbref.com/en/players/563a68ad/Gary-Medel,Defensive Midfield,['Sevilla' 'Cardiff City' 'Inter' 'Beşiktaş' 'Bologna']
Facundo Medina,ar,https://fbref.com/en/players/6f5ec8bb/Facundo-Medina,Centre-Back,['River Plate' 'Talleres' 'Lens']
Nathan de Medina,be,https://fbref.com/en/players/d686dbc0/Nathan-de-Medina,Right-Back,['Anderlecht' 'OH Leuven' 'Excel Mouscron' 'Arminia']
Ben Mee,en,https://fbref.com/en/players/8df7a2fb/Ben-Mee,Centre-Back,['Leicester City' 'Burnley']
Admir Mehmedi,ch,https://fbref.com/en/players/b500b384/Admir-Mehmedi,Second Striker,['Zürich' 'Dynamo Kyiv' 'Freiburg' 'Leverkusen' 'Wolfsburg' 'Antalyaspor']
Hannibal Mejbri,tn,https://fbref.com/en/players/ca22ccb0/Hannibal-Mejbri,Attacking Midfield,['Manchester Utd']
Farid El Melali,dz,https://fbref.com/en/players/d21e361a/Farid-El-Melali,Right Winger,['Angers' 'Pau FC']
Filippo Melegoni,it,https://fbref.com/en/players/6604165d/Filippo-Melegoni,Central Midfield,['Atalanta' 'Pescara' 'Genoa']
Óscar Melendo,es,https://fbref.com/en/players/379652be/Oscar-Melendo,Right Winger,['Espanyol']
Gonzalo Melero,es,https://fbref.com/en/players/3902e91b/Gonzalo-Melero,Central Midfield,['Ponferradina' 'Huesca' 'Levante']
Birger Meling,no,https://fbref.com/en/players/70c52749/Birger-Meling,Left-Back,['Stabæk' 'Rosenborg' 'Nîmes' 'Rennes']
Arthur Melo,br,https://fbref.com/en/players/48b3dd60/Arthur-Melo,Central Midfield,['Grêmio' 'Barcelona' 'Juventus']
Houboulang Mendes,fr,https://fbref.com/en/players/1545cf15/Houboulang-Mendes,Right-Back,['Laval' 'Lorient']
Nuno Mendes,pt,https://fbref.com/en/players/f20e4cc9/Nuno-Mendes,Left-Back,['Sporting CP' 'Paris S-G']
Pedro Mendes,pt,https://fbref.com/en/players/6690ef25/Pedro-Mendes,Centre-Back,['Sporting CP' 'Sassuolo' 'Parma' 'Rennes' 'Montpellier']
Thiago Mendes,br,https://fbref.com/en/players/c6e5d20f/Thiago-Mendes,Defensive Midfield,['Goiás' 'Lille' 'Lyon' 'São Paulo']
Tomás Mendes,es,,,['Alavés']
Brais Méndez,es,https://fbref.com/en/players/c9e39d91/Brais-Mendez,Attacking Midfield,['Celta Vigo']
Édgar Méndez,es,https://fbref.com/en/players/aed746df/Edgar-Mendez,Right Winger,['Almería' 'Granada' 'Alavés' 'Cruz Azul' 'Necaxa']
Arial Mendy,sn,https://fbref.com/en/players/9f0f4b49/Arial-Mendy,Left-Back,['Lens' 'Orléans' 'Servette FC' 'Clermont Foot']
Batista Mendy,fr,https://fbref.com/en/players/e472a6f6/Batista-Mendy,Defensive Midfield,['Angers' 'Nantes']
Benjamin Mendy,fr,https://fbref.com/en/players/5271c8f1/Benjamin-Mendy,Left-Back,['Le Havre' 'Marseille' 'Monaco' 'Manchester City']
Ferland Mendy,fr,https://fbref.com/en/players/3cefcaef/Ferland-Mendy,Left-Back,['Le Havre' 'Lyon' 'Real Madrid']
Nampalys Mendy,sn,https://fbref.com/en/players/1598599e/Nampalys-Mendy,Defensive Midfield,['Monaco' 'Nice' 'Leicester City']
Gideon Mensah,gh,https://fbref.com/en/players/9bdd8118/Gideon-Mensah,Left-Back,['RB Salzburg' 'Sturm Graz' 'Zulte Waregem' 'Vitória' 'Bordeaux']
Jorge Meré,es,https://fbref.com/en/players/9f979eb2/Jorge-Mere,Centre-Back,['Sporting Gijón' 'Köln' 'América']
Fran Mérida,es,https://fbref.com/en/players/0e50f929/Fran-Merida,Central Midfield,"['Real Sociedad' 'Arsenal' 'Atlético Madrid' 'Braga' 'Hércules' 'Huesca'
 'Osasuna' 'Espanyol']"
Mikel Merino,es,https://fbref.com/en/players/d080ed5e/Mikel-Merino,Central Midfield,['Osasuna' 'Dortmund' 'Newcastle Utd' 'Real Sociedad']
Quentin Merlin,fr,https://fbref.com/en/players/0bfca6a1/Quentin-Merlin,Centre-Forward,['Nantes']
Martín Merquelanz,es,https://fbref.com/en/players/ddd5348b/Martin-Merquelanz,Left Winger,['Real Sociedad' 'CD Mirandés' 'Rayo Vallecano']
Yıldırım Mert Çetin,tr,https://fbref.com/en/players/c730da00/Yildirim-Mert-Cetin,Centre-Back,['Gençlerbirliği' 'Roma' 'Hellas Verona' 'Kayserispor']
Dries Mertens,be,https://fbref.com/en/players/89b2c8a9/Dries-Mertens,Centre-Forward,['AGOVV' 'Napoli' 'PSV Eindhoven' 'Utrecht']
Lionel Messi,ar,https://fbref.com/en/players/d70ce98e/Lionel-Messi,Right Winger,['Barcelona' 'Paris S-G']
Junior Messias,br,https://fbref.com/en/players/f49c4ae9/Junior-Messias,Second Striker,['Crotone' 'Milan']
Thomas Meunier,be,https://fbref.com/en/players/e162b013/Thomas-Meunier,Right-Back,['Club Brugge' 'Paris S-G' 'Dortmund']
Mexer,mz,https://fbref.com/en/players/ce492295/Mexer,Centre-Back,['Olhanense' 'Nacional' 'Rennes' 'Bordeaux']
Marco Meyerhöfer,de,https://fbref.com/en/players/0b104510/Marco-Meyerhofer,Right-Back,['Greuther Fürth']
Matt Miazga,us,https://fbref.com/en/players/9fc0f253/Matt-Miazga,Centre-Back,"['NY Red Bulls' 'Chelsea' 'Vitesse' 'Nantes' 'Reading' 'Anderlecht'
 'Alavés']"
Kingsley Michael,ng,https://fbref.com/en/players/e63e122d/Kingsley-Michael,Central Midfield,['Perugia' 'Cremonese' 'Bologna' 'US Reggina']
Sven Michel,de,https://fbref.com/en/players/1e274a0a/Sven-Michel,Centre-Forward,['Energie Cottbus' 'Paderborn 07' 'Union Berlin']
Edouard Michut,fr,https://fbref.com/en/players/fe6c1add/Edouard-Michut,Attacking Midfield,['Paris S-G']
Miguel,es,https://fbref.com/en/players/6763373d/Miguel,Centre-Forward,['Valladolid' 'Leganés' 'Alavés']
Miguel,es,https://fbref.com/en/players/7aa10402/Miguel,Right-Back,['Villarreal' 'Groningen']
Valentin Mihaila,ro,https://fbref.com/en/players/81a4c239/Valentin-Mihaila,Left Winger,['CS U Craiova' 'Parma' 'Atalanta']
Mikael,br,https://fbref.com/en/players/33502726/Mikael,Centre-Forward,['Confiança' 'Sport Recife' 'Salernitana']
Hilmir Mikaelsson,is,,,['Venezia']
Georges Mikautadze,ge,https://fbref.com/en/players/4788cb6b/Georges-Mikautadze,Centre-Forward,['Metz' 'R.F.C. Seraing']
William Mikelbrencis,fr,https://fbref.com/en/players/14df1d7f/William-Mikelbrencis,Right-Back,['Metz']
Nikola Milenković,rs,https://fbref.com/en/players/bee704fc/Nikola-Milenkovic,Centre-Back,['Partizan' 'Fiorentina']
Arkadiusz Milik,pl,https://fbref.com/en/players/85613cf0/Arkadiusz-Milik,Centre-Forward,"['Górnik Zabrze' 'Leverkusen' 'Augsburg' 'Jong Ajax' 'Ajax' 'Napoli'
 'Marseille']"
Sergej Milinković-Savić,rs,https://fbref.com/en/players/4e6dbac4/Sergej-Milinkovic-Savic,Central Midfield,['Vojvodina' 'Genk' 'Lazio']
Éder Militão,br,https://fbref.com/en/players/2784f898/Eder-Militao,Centre-Back,['São Paulo' 'Porto' 'Real Madrid']
Luka Milivojević,rs,https://fbref.com/en/players/2ce2508a/Luka-Milivojevic,Defensive Midfield,['Rad' 'Red Star' 'Anderlecht' 'Olympiacos' 'Crystal Palace']
Luis Milla,es,https://fbref.com/en/players/19c36442/Luis-Milla,Central Midfield,['Tenerife' 'Granada']
Pere Milla,es,https://fbref.com/en/players/335039a2/Pere-Milla,Left Winger,['Eibar' 'Elche' 'Getafe' 'Numancia' 'UCAM Murcia']
Enzo Millot,fr,https://fbref.com/en/players/f76022e7/Enzo-Millot,Central Midfield,['Monaco' 'Stuttgart']
James Milner,en,https://fbref.com/en/players/2f90f6b8/James-Milner,Central Midfield,"['Leeds United' 'Swindon Town' 'Newcastle Utd' 'Aston Villa'
 'Manchester City' 'Liverpool']"
Santi Mina,es,https://fbref.com/en/players/0b90bb97/Santi-Mina,Centre-Forward,['Celta Vigo' 'Valencia']
Yerry Mina,co,https://fbref.com/en/players/6d5701f2/Yerry-Mina,Centre-Back,['Santa Fe' 'Palmeiras' 'Barcelona' 'Everton']
Takumi Minamino,jp,https://fbref.com/en/players/f833a830/Takumi-Minamino,Left Winger,['Cerezo Osaka' 'RB Salzburg' 'Liverpool' 'Southampton']
